comment,sentiment_gemini,sentiment_vader,sentiment_textblob
mar lago was worth 20 million back in 1918 and this judge say its worth 19 million today,-0.45,0.4215,0.19999999999999998
we now know what this judge looks likecheck his political donations,-0.5,0.0,0.0
that judge needs to go back to tales of the crypt hes not stopping the trump train hes actually shoveling in more fuel,-0.375,0.1139,0.16666666666666666
so trump pays back a loan thats considered a crime but when a student takes out a loan and the tax payers now have to pay it thats not a crime if trump committed fraud why arent the banks suing him,-0.2,-0.8729,0.0
stop using the courts for political gain im sure there is many liberal investors doing the same in new york but not being punished this judge needs to be punished,-0.25,0.8267,0.22727272727272724
this is a dirty judge soon to be disbarred,-0.8,-0.4404,-0.6
aaaaand this is exacty why we call cnn communist news,-0.5,0.0,0.0
appeal appeal appeal,1.0,0.0,0.0
then biden owes 5 billion lol what a joke america is now a 3rd world country,-0.5,0.6124,0.4
as a uk citizen ive never had much faith in government i know both sides are pretty much the same but when i heard what is happening in the usa i had to come and check it out i cant believe how the government has weaponised the legal system to shut down its competition its beyond crazy i thought the uk was bad but you guys are descending into a banana republic really fast,-0.7,-0.7695,-0.0450617283950617
the banks clearly said they were paid and would do business with trump againpeople are blinded by hate for trump,0.25,-0.25,-0.35000000000000003
i put my house as collateral by borrowing money from my bank the bank asked me what my house wealth for i told the bank what it wealth the bank came and appraised it the house and gave the money i asked for i paid the money back with all the interest so where is my crime here can anyone or cnn tell me where my crime is,0.0,0.34,0.0
you will found everything if what you are saying are true,0.5,0.4215,0.35
you are lying wheres is the victim,-0.75,-0.6705,-0.07500000000000001
the judge really screwed ny city,-0.7,-0.5413,0.2
wait i thought the victim of the fraud didnt complain and they said theyre happy to do business with trump againtrump hate is not an issue but knowing cnn,0.0,-0.3389,-0.024999999999999984
where is the victim,0.0,-0.2732,-0.07500000000000001
science fiction will become science fact escape from new york,0.8,0.1779,0.13636363636363635
handing the election over to republicans on a silver platter,-0.45,0.0,0.0
i wouldnt buy anything made in new york,-0.5,0.0,0.13636363636363635
this democrat bought and paid for judge is the real fraud,-1.0,-0.5859,0.2
i normally dont stay places long but i will try i dont know what they will do next,0.2,0.0,0.03333333333333333
i really need help the police force every where is rapeing me im located in chicago illinois i may have known someone who own cells but i really need help they sits around in know my every move i dont understand how im located at the pacific garden mission please find me,-1.0,0.8363,0.3333333333333333
crooked judge just wants trump to pay for the migrants debit cards,-0.6,-0.1027,0.1
this fool senile judge will look cute in his orange jumpsuit seize and audit all accounts to find who bought him despicable,-0.75,0.0258,0.5
where are the victims they are willing to destroy new york to throw shade on one man jeez this is so stupid this is why i swiched parties the democrats have become the party of do as we say or else nazi vibesmy prediction he appeals its overturned cause 400million in damages when there are none is a red flag smart people see through the smoke and mirrors this is clearly politically motivated because he is projected to winits gonna be a land slide victory if they keep this up cause now they just look like bullies and americans cant stand a bully,-0.4636,0.5943,-0.05705009276437846
looks like trump has a slam dunk appeal considering judge gay fonzi took matters into his own incompetent hands determining the value of trumps assets through his own assessments and calculations which further strengthen trumps claims that this lawsuit its findings and the penalties assessed are not only frivolous but fraudulent and motivated by nothing but malice trump needs to sue the state of new york the attorney general and gay fonzi the only evidence trump needs to introduce is the big flapping mouthed judges 18 million assessment of maralago vs forbes magazines 700 million assessment of the same property pinhead libtard judge off by 682 million after evaluating one property moron disbar the flamer,-0.8,-0.6718,0.08228438228438227
here we go again the left trying to get rid of trump because he is for the people but the left wants to control americans and brain washs the weak into following there lies,-1.0,-0.8201,-0.034999999999999996
trump wont pay a fukkkin dime,-1.0,0.0762,0.0
id bet that judge is getting a cut,-0.2,-0.2732,0.0
this judge needs to be arrested there were no crimes no victims period lefties get out of your little bubble and do your research if you want evidence check out kevin oleary,-0.6,-0.8176,-0.1875
does anyone really think this is going to matter he just got a 4 billion dollar deal approved if we really want to save democracy we need to end democracy orangeman soo bad right now,-0.5,0.5356,-0.003571428571428531
he is stupid and does not understand that to take the appeal route will only end up costing him more money and he will lose guaranteed maybe is why the attorney has not exposed this aspect of the case holding it in abeyance for just this response from dumbo or maybe it is very clear to him that there is some type of confidential insider they he stiffed along the way otherwise it does appear to be excessive,-0.75,-0.4561,-0.08399999999999999
there may have been some cases where it was in the companies best long term interest to pursue this route in a bankruptcy scenario but to force this kind of action in conjunction with others should have been investigated and exposed and the perpetrators held accountable as this fraudfraudster was the american people are so funking ignorant is absolutely amazing that this country has mananaged to out perform the rest of the world,-0.7,0.6395,0.375
people were hurt especially if their retirement accounts were raided and they had to rely on the government guaranty fund which would pay a substantially less amount than the union or company promised in negotiations and give backs this is criminal america at its worst no one was harmed is a croc of chit the banks made money is this arrangement and should be charged as well since they assisted in the fraud on the publicworkers,-0.318,-0.9571,-0.39166666666666666
judge erdogan must be renting all his life he has no clue as to the differences of 4 different values applied to everyone house 1 real market value 2 city property assessment is much lower 18 million in florida means taxes are paid upon this tax assessment lower city assessment to prevent appeals to taxation 3 insurance higher than market evaluation to rebuild higher premiums 4 takes out a loan or 2nd mortgage for reno bank will allow up to 80 depends but their market value used is lower that the 80 drops to 6568 to get repaid in case of insolvency judge erdogan is unqualified and bias,-0.5,-0.0129,0.15
this is the result of not providing a full accounting of just what kind of game was being played here in this scenario there were many companies that were worth more if they were dismantled and have their assets soldoff so the companies were worth more is they were soldoff in pieces especially their retirement funds set aside by law force the company into bankruptcy this goes to inside knowledge and and indepth analysis of the overall health of a company and whether they were vulnerable to this type of scam the failure to go beyond the apparent by the media is a form of malpractice,-0.3,-0.4588,0.14487179487179486
this judge is delusional,-0.8,0.0,0.0
you blues are all happy about trumps prosecution but this is setting a dangerous precedent it is now ok for the government to target a citizen and ruin the persons life dont think this wont trickle down the legal system when you anger a local politician and she decides to go after you good luck you cant fight the government and she will have a precedent to fall back on,-0.7,-0.2439,0.08271604938271605
did you get your 1000 dollar prepaid credit card yet that automatically renews every 28 days you should also be getting a monthly check to cover the average cost of a 4 star hotel with room service and sales and resort taxes included about 10000 minimum if you havent received that yet call or write you congressman and two us senators to see what the delay is thousands of illegals are already getting that money in new york yours should be on its way,-0.5,0.0772,-0.0068181818181818205
we have more corruption than ukraine,-0.7,0.0,0.5
all truckers boycott new york city,-0.5,-0.3182,0.13636363636363635
a circus of clowns,-1.0,0.0,0.0
enough of this spitting on the faces of taxpayers with letitia acting like a king and adams giving money to the illegals call for their usurping,-0.4,0.5994,0.0
how can i be a paid troll i can do way better more than half of these bot accounts,0.2,0.4404,0.2777777777777778
truckers boycotting new york pay it,-1.0,-0.4767,0.13636363636363635
its so obvious they are doing whatever it takes to make trump get away from running for president he will be president if trump never ran for office he would have never been attacked like this,-0.75,0.0951,0.0
this judge is a clown just like our sitting president traitor joe,-0.8,0.3612,0.0
this is just ridiculous a systematic plan to try and destroy trump and really anyone associated with the republican party im not a deep trump supporter but anyone who thinks this isnt politically motivated needs a shitload of help,-0.27,-0.302,-0.06666666666666667
things will get worse for the people of new york,-0.75,-0.4767,-0.13181818181818183
if biden is unfit to stand trial hes unfit to run the country,-0.6666666666666666,0.0,0.0
in dictatorships countries the justice is used to destroy opponents of the regime russia venezuela nicaragua and now new york state,-0.75,-0.0258,-0.03181818181818183
jealous commie judge who works for the corrupt government,-1.0,-0.4588,-0.5
so when trump takes out a loan then pays it back with interest its a crime but when you take out a student loan and dont pay it back then biden forgives the loan steals money from the taxpayers to pay it back its not a crime,-0.662,-0.7195,0.0
the judge is a moron who should be disbarred over his stupidity,-0.75,-0.7269,-0.7
the judge committed appraisal fraud he is not qualified to appraise real property or even a ham sandwich this judge is relying upon his immunity from prosecution to keep trump from going after him personally however this judge will be found to be the party to have committed fraud upon appeal i say this with a great deal of experience in this type of matter based upon 36 years of experience as a real estate appraiser the first thing that should be looked at is how did this judge arrive his values for trumps properties i am willing to be anyone that the three approaches to value income cost market were not completed furthermore i will also bet that a as of date of valuation was never assigned for cnn viewers that means the date the court assigned the value was it 2000 2022 or what it must be specific dates as in 01012022 or its all worthless which it is anyway as the judge has zero real estate education see his wiki page you will also discover he is an old failure of a musician that fell back on the law for a living,-0.86,-0.1027,0.07361111111111111
theyre trying to frame trump as a symbol of corrupt capitalism to the libtard teachers student govt workers welfare voter base yet their saying he defrauded a bank the actual culprit when it comes to fraud overexuberant capitalist corruption ironic aint it,-0.0667,-0.6486,-0.275
lock him up lock him up,-1.0,0.0,0.0
as an observer of this matter to establish fraud 1 a representation of fact 2 its falsity 3 its materiality 4 the representers knowledge of its falsity or ignorance of its truth 5 the representers intent that it should be acted upon by the person in the manner reasonably contemplated 6 the injured partys ignorance of its falsity 7 the injured partys reliance on its truth 8 the injured partys right to rely thereon and 9 the injured partys consequent and proximate injury no injured party exists in this matter there can be no verdict of fraud as case law makes clear shame on this judge he failed to uphold the law will absolutely be overturned in appeals,-0.45,-0.9797,0.05714285714285715
how dare u being outsider and run for president and win and half the assholes of the country think hes a bad person for that reason you people are sheep anything in media government tells you you listen hook line sinker,-0.5,-0.5423,-0.022222222222222143
even the bank testified that they did their own stress testit was the banks decision at the end of the day and they were paid back this case is a joke there were no victims and they made money from his loans and investments the bank even said its normal for for abussiness moguls to do this the only claim is that the judge said the loaners could have charged a higher interest if they had known wtf bro its the banks and insurance companies responsibility to check the valuation claims and the fine ok if they want to fine him ok go buy this amount wtf a similar case just months ago was only fined 1m this case doesnt even have victims the judges jurisdiction is to protect those who cannot protect themselves these are banks not helpless civilians and the bank is defending him so now if a judge hates u he can just charge u as much as they want,-0.8,-0.3442,0.14523809523809525
why is the only time in history this bs law got used it was used on the leading presidential candidate governor hokem just said it wont be used again on other realtors that do the exact same thing how naive do you have to be to believe this isnt fascist hate trancends law germans know it,-1.0,0.5889,-0.1625
the attack on trumpthe mattrix attack on trump crazy,-1.0,-0.8225,-0.6
why are peoplecheering the targeting of a us citizen just because u hate his guts doesnt mean you end our democracy by establishing a progressive liberal oligarchy that can imprison anyone they want any time they want thats some putin stuff u ket antifa run wild like the iranian republican gaurds or nazi brown ahirts while arresting hard working jan 6 defenders and send to prison if u think all this is funny that republicans r being targeted u realy wont in 30 yrs when this one oarty govt come for you even whenu thought they were on your sidethey arent trust me they just arent,-0.75,-0.5862,-0.21083333333333334
the judge shoukd be in prison and investors who did everythign trump did will bail on ny because everytime they need money for immigrants they will parade a billionare up infront of the judge and hanmer him for 500 million people who have money shoukd abandon ny and do it fast,-0.75,-0.7351,-0.024999999999999994
the judge lied about the value of his mar largo property by artificially lowering the value to get a conviction should he also be held accountable by the law what about the banks who made profits off the loans should they be held liable as well you need to think deeper beyond get trump the fact there was no one hurt here means either the tyrannical government can now go after everyone who received loans or its simply selective prosecution this isnt russia yet although the dems like to try to imprison and bankrupt political opponents,-0.8,-0.6908,-0.175
congrats new york now no one will invest in the city because of it nice going lib tards lmfao,-0.9,0.8176,0.36818181818181817
democrats will regret doing this businesses are watching this is beyond politics you muppets,-0.5,-0.4215,0.0
fake charges and cnn listners are brain dead everything cnn says is all lies and yet lets continue to watch this failed network,-1.0,-0.9449,-0.39999999999999997
this may be why convicted sexual abuser donald trump moved to florida his crimes would be exposed in ny and he would be limited in ways we are seeing moved to florida to continue his criminal enterprise unabated under a goomba governor who fires prosecutors that do their job to uphold the law trump motto appears to be it aint a crime if you dont get caught,-0.5,-0.7469,0.009523809523809526
the 355 million order will be reversed on appeal the funds go to ny state general fund no damage or funds to banks or consumers trump still works with these banks note in a real estate you dont know the true property value until you sell a property,-0.25,-0.6522,0.19999999999999998
cartoon news network,0.0,0.0,0.0
that judge can barely hold a straight face they threatenhe says okill do it,-0.6,0.1585,0.125
if anyone on here actually watched the trial trump was brought up on charges for allegedly defrauding banks and insurance companiesthe alleged victims testified that they would welcome trumps business and that he paid everyone backthis verdict is a joke keep destroying new york until we all have to leave i guess losing close to a million people over the last few years isnt enough,-0.5,-0.6124,0.03737373737373737
looks like democrats want money for themselves,-0.2,0.4215,0.0
show me the man and ill show you the crime,-0.2,-0.743,-0.5
im wondering what happens if trump just pays the 355 million just pay it then what else what are you clowns gonna say youre hoping he cant pay it so if he pays it then what,0.2,0.25,0.0
so a single judge in new york rules on the property values in florida even though they are clearly 3 times the size of neighboring properties they should somehow be of the same value this is just another one of many partisan attempts to discredit trump when its clear that the democrats and its lackey news organizations like cnn lack any credibility enjoy your inevitable bankruptcy cnn you worked really hard to be this incompetent,-0.625,0.8167,0.05232683982683982
if cruella devil had a brother it would be this judge seriously he looks like a evil disney character,-0.5,-0.8402,-0.6666666666666666
a lot of theater and it is just a waste of time to trump its like a fly at a picnic irritating but doesnt cancel the picnic the entire case will get tossed by the scotus and anyone with an honest and critical brain can predict,-0.5,0.3527,0.13333333333333333
everyone of you on here better have a back up plan if trump wins you people will loose your minds you wont be able to handle it if trump looses you wont see much from maga acting like that,-0.45,0.7351,0.2032967032967033
like if he is not to appeal,-0.3,0.3612,0.0
insane doj politically corrupt,-0.7,-0.4019,-0.75
trump is now a felon as well as an insurrectionist and hes still in the running to be president one thing the constitution doesnt provide for i read that the reason was the founding fathers believed the voters would make good choices not electing a criminal what a myopic view that turned out to be unless trump is elected and dismantles the constitution the way hitler did in germany to take power i think the constitutions ready for another amendment a convicted felon as a us president does the office have any credibility left,-0.6,0.851,0.12499999999999999
so the penalty for claiming that you are more rich than you are is 355 million dollars,-0.25,0.1567,0.4375
most people in business already know that the extremely wealthy have an unfair advantage ie if you are extremely wealthy more than trump apparently you can save 168 million dollars on interest payments most businesses dont have a huge profit margin maybe 20 percent is a good point for most this trail points out that the common person would have to pay an additional 168 million maybe more if you have less money the trump in interest payments effectively eating away at the profit margin so the extremely rich saves 168 million and can lower the cost of their widgets or use capitol in other ways to be more competitive while not affecting the profit margin this means the extremely rich will most likely win in a competitive business every time making the richest richer and keep the less rich in their place now government judge is stepping in to help the billion dollar finance industry keep this borderline criminal process going this should be the focus and the reason for outcry stop focusing on trump and see how the rich get rich while the rich are left with scraps,-0.6,0.9919,0.27291666666666664
new york businessmen beware you may be next,-0.6,0.0,0.06818181818181818
how about the fraud on the white house page under current president saying they are putting money back in americans hands is that not fraud then to lol wtf,-0.31129032258064515,-0.8625,0.06000000000000001
these are loans he paid back are things really this petty,-0.1,-0.3287,0.1
this is all the pot calling the kettle black by all of america and its so sad to see our only hope for middle class success trying to be destroyed like this for what communism socialism so we can all be poor or what,-0.7,-0.294,-0.12777777777777777
wow they just through everything at this guy this is over falsely applying for bank loans holy crap the reality is any single one of us can be crushed at any time in our life and thats a cold reality you know is true really sad to see this stuff,-0.6667,-0.2944,-0.2526785714285714
all i have to say is im a poor low level contractor and its cost me nothing to get money owed to me each and every time but i also do what i say i am going to do per contract so thats all,0.2,-0.3818,-0.2
trump claims to be such a great business man but he started a go fund me site trump is nothing more than a scam artist he ripped off veterans with his trump university worthless degree that is nonaccredited and he ripped off millions of others with his trump foundation that he used as his personal piggy bank both trump university and the trump foundation were forced to be shutdown because of the fraud that was going on,-0.9994,-0.8017,0.033333333333333326
18 years not paying taxes i guess you reap what you sew it says in the bible karma is real if you have to step over people to get rich the easier it come the easier it go,-0.5,0.8481,0.2875
biden is using the doj to arrest political opponents for the same the biden is guilty of,-0.5,-0.6369,-0.1375
oj simpson killed 2 people and paid 35 million but trump has to pay 354 mil democrats have gone inane,-0.5,-0.5187,-0.2
its it fraud when city and county over inflates home values so they can collect more taxes,-0.6,-0.2732,0.5
common thug,-1.0,0.0,-0.3
trump 2024 maga maga maga,1.0,0.0,0.0
trump 2024 maga maga maga,0.6,0.0,0.0
good luck collecting it every business should start moving out of nyc and ny state,-0.2,0.7096,0.7
the government of hungary refused to receive a delegation of us senators who arrived in budapest wp learned the details oh ha even hungary is sending american sciunities,-0.2,0.296,0.0
three years is nothing and im sure they will find a different way to continue with their crimes,-0.4,-0.2411,0.25
thank you everyone for a great and wonderful job but most of all thank you for caring for our country and the american people,0.6,0.9217,0.575
why not talk about chicago or new yorknothing left i guessthey will likely hit the rich suburbs nextwill you talk about it thenso sad america,-0.4,0.128,0.002272727272727271
president trump never mind the devils that are trying to bring you down stay close to god and he will defend you as for doing business in new york i wouldnt sweat it right now new york has fallen and will continue to spiral into the pits of hell you can do business elsewhere,-0.7,-0.4592,0.10072150072150071
what eas the evidence that trump committed a crime in ny honestly will someone please tell me specifically,0.0,0.4404,0.6
siezed donald trump assets and distribute to poor people in america,-0.2,-0.34,-0.4
romans 323 for all have sinned and come short of the glory of god romans 623 for the wages of sin is death but the gift of god is eternal life through jesus christ our lord acts 837 and philip said if thou believest with all thine heart thou mayest and he answered and said i believe that jesus christ is the son of god romans 109 that if thou shalt confess with thy mouth the lord jesus and shalt believe in thine heart that god hath raised him from the dead thou shalt be saved corinthians 1534 for i delivered unto you first of all that which i also received how that christ died for our sins according to the scriptures and that he was buried and that he rose again the third day according to the scriptures ephesians 289 for by grace are ye saved through faith and that not of yourselves it is the gift of god not of works lest any man should boast,0.25,0.936,0.12999999999999998
letitia james and her sidekick corrupt judge made the wrong decision attacking trump and his family truckers for trump are tired of liberals ignoring the law the bs must stop trump 24,-0.6,-0.9169,-0.4666666666666666
there banks all got there money and no one lost out something not right here,-0.4,-0.5423,-0.14285714285714285
trump will win regardless you have to unalive him to stophis victory,-0.8,0.5859,0.8
too bad this joke of a judges whole life couldnt be appealed if only his worthless daddy wore a condom,0.0,-0.5994,-0.32499999999999996
just another puppet pos in a black robe who is on soross payroll this despite the fact that the state of new joke york did not prove any monetary loss and the banks that trump supposedly defrauded testified in his defense lmfao enjoy being completely reversed on appeal and trump will be president by then,-0.75,0.7964,0.11742424242424243
if they can do this to trump they can do this to any businessman what signal does this give to anybody conducting business in nyc get outta dodge,-0.5,0.0,0.0
the judge is guilty of fraud forbes valued maralago at 350 million just two years ago,-0.5,-0.5719,-0.5
president donald j trump is the most popular person in the world not just the united states the world cnn spews out fake news but the american see right through you lires and maybe they will be bankrupt soon cause nobody watches them,0.22,-0.7629,0.17714285714285716
glad i dont live in nyi own an apartment building and condos and i always want the best deal from the bank bank happy im happy government mind your own business,0.45,0.9423,0.6337662337662336
this is intentionally destroying the prestige of playing like putting,-0.7,-0.0772,-0.2
totally ridiculous to have the evaluation done on both sides bank and trump and they agreed to proceed with the loanand then a leftist judge comes in and says its fraud hahahsuch a political sham casethis will cost the dems the election,-0.8,-0.6697,-0.14583333333333331
that juge must be a democrat,-0.582,0.0,0.0
how come ivanka and her beau jared came out unscathed,-0.5,0.0,0.0
everyone in new york better get out as soon as possible now,-0.6,0.4404,0.21212121212121213
never gona happen because the so called judge is a pos,-1.0,0.0,0.0
how can this be so trump claims he has immunity from everything,-0.8,0.0,0.0
crooked biden is running out of money so he will fine anybody to get money to pursue his fraudulent activityengoron and james are crooks just like bidenhope they all end up in jail when trump is electedyou should support trump for being an innocent victim and condemn crooks like biden and his corrupt acolytesif you want to be a proper channel you must learn to give correct news,-0.4,0.552,0.034523809523809526
he has to look for the money and pay,-0.3,-0.1027,0.0
whats wrong with making america great again and ending bidens open border crisis before another 911 or much much worse,0.6,-0.7351,-0.024999999999999994
when a man is convicted with no incriminating evidence is valid proof bidens weaponized two tiered justice system is working in his favor,-1.0,0.5994,0.0
breaking news ny clown judge arthur engoron has just passed a ruling declaring that bugs bunny is real with the support of attorney general and court jester leticia james he plans to rule that the moon is made of cheese next week tune in to cnn for all the latest breaking,-0.7,0.4019,0.1875
look how much hate this judge has inside u can see it on his face and his eyes just look folks,-0.5,-0.5719,-0.8
judge engoron will reindict trump and fine him 100 million dollars more charging him with fraud claiming that in his opinion trump sneakers are over evaluated better watch out if you are doing any kind of business in this shi hole state they call new york,-0.6,-0.0258,0.43060606060606055
political case meant to deny the electorate the freedom of choicemother of democracy my foot,-0.6,0.4215,0.0
election interferenceby a clown judge who people pleased hater leticia incop james lies,-0.625,-0.4019,0.5
is 25 bucks a week too muchallowance,-0.5,0.0,0.0
if i am to understand it the judge claims the local tax assessment valuation is the only accurate one and based his reasoning on that can anyone confirm,0.0,0.0,0.13333333333333336
wolf thinks 355 million is too harsh when they put al capone away for tax fraud was it solely for that offence no it was to get a murderous gangster off the street hitler is responsible for fifty million deaths my guess is trump could cause the death of billions fight him with everything you got,-0.25,-0.9612,0.0
this bizarre ruling is nothing more than the most corrupt election interference ie ever seen this certainty makes trumps claim of georgias election fraud more credibility to me i fear more of the same from the left in november god help us,0.0,-0.5023,0.2375
channel godchristlord liable for fraud bad and shameful report indicates that over 450 million dollar penalty including interest,0.0,-0.8885,-0.3999999999999999
trump trump trump can get this country back on its feet cnn is bad news,0.0,-0.5423,-0.3499999999999999
you know new york is just going to piss that money away on illegal migrants,0.0,-0.743,-0.18181818181818182
trump better win the election hell need the salary,0.0,0.2732,0.65
imagine a civil case where there is no stated victim case is absolute bullshit and nothing but political interference the da and judge are fucking pathetic human beings,0.0,-0.8761,-0.175
who is lisa monaco,0.0,0.0,0.0
hail state of the israel only god bless usa only mendi n safadis son alexi navoloni in east germany as american soldier,0.0,0.6369,0.0
don the con,0.0,0.0,0.0
the judge is a jew,0.0,0.0,0.0
this dude had a bench trial his suppoerters should feel like fools for following a fool who is trying to win the vote of the people their vote but not trusting the opinion of the people who he proclaims he is for trump is only demonstrating why the elite created the electoral college smdh,0.0,-0.0739,0.26666666666666666
trump should sue cnn for 1 trillion dollars,0.0,0.0,0.0
cnn is trash,0.0,0.0,0.0
lets guess how long this will take im guessing december 2024 the court should immediately garnish his wages for this and the 88 million to carrol,0.0,0.0,-0.05
