comment,sentiment_gemini,cluster
judge gives money to biden campaign and should have recused himself as judge,-0.75,0
of course hell appeal he always does that but he wont get away with it this time loser,-0.75,0
the worst communist embracing democrat judge in the history of this country,-0.75,0
this fool senile judge will look cute in his orange jumpsuit seize and audit all accounts to find who bought him despicable,-0.75,0
we knew the democrat judges and all the democrat cronies were going to find him guilty they will never get a dime of that money by the time its all over and new yorks going to need all the money they can get when were done sending them all those immigrants,-0.75,0
another bullshit hoax judgement from a fake biased democrat judge this will get squashed in appeals court,-0.75,0
this judge is so damn corrupt and being paid by the dems with our tax money this is pathetic unwarranted and must be stopped immediately this world minus the fake news media such as cnn and msnbc who are also benefitting as well obama must be stopped and this freak of a pos lawyer needs to stop being paid,-0.75,0
it is a scam from the judge,-0.75,0
for ripping off the public in the bernie maddoxs ponzi scheme he gets life in prison and the think the repossession of ill gotten gains for ripping off the federal govt in trumps fraud scheme he gets no prison time and no repossession of ill gotten gains instead he gets fined 354 million and no business in ny state for a few years i dont see the justice here,-0.75,0
courts are a scam,-0.75,0
still nothing on who was charged for the kansas city shootings,-0.75,0
new york home of corrupt judges no shocker the judge was probably getting paid under the table,-0.75,0
dam dosent he understand the court systems will break his ass payback is a bitch,-0.75,0
judge yellow teeth needs to be disrobed,-0.75,0
trump wont pay a cent the judge is a crook that has no understanding of the law,-0.75,0
the judge shoukd be in prison and investors who did everythign trump did will bail on ny because everytime they need money for immigrants they will parade a billionare up infront of the judge and hanmer him for 500 million people who have money shoukd abandon ny and do it fast,-0.75,0
so there was no crime committed no party was wronged yet trump was charged with no crime a jury convicted him of no crime and judge ordered him to pay damages for no crime its like watching a court in russia and all the democrats who are applauding this you have no shame,-0.75,0
this judge is corrupt the ruling will ruin new york businesses are leaving trump willnot pay he will appeal this judge ruling will be reaversed by a appealit court,-0.75,0
that judge is a disgrace fjb,-0.76,0
hes not paying a red cent the appellate court will overturn this sham oh its going to be glorious to see all the liberal tears,-0.76,0
of course there will be an appeal i doubt that the appeal will go anywhere except to delay the effects of the decision if i apply for a mortgage the lender will want to see all my income and asset related documents and those documents will be verified before giving me a loan what the lender sees will determine the interest i pay on that loan if i can deceive that lender to get a lower interest rate than if they knew the truth then i win and they lose revenue not only do they lose the interest revenue as a company but all of the shareholders lose revenue as well it doesnt matter if i paid the debt on time they are still losing money compared to what they would have made if they had known the truth,-0.7724,0
trump has also previously been found liable for 83 million in the ejean carroll case to add to these latest fines in the face of factual reality and the rule of law wannabe dictator trumps endless bs and criminality has finally been called out lets see how the serial liar and loser fares in the other trials particularly the election denial and fixing attempt including the j6 violent insurrection this is beyond time for justice to be seen to be done with this nasty divisive crook,-0.78,0
this is absurd these demoratz election inference ruling should be banned and struck down by the supreme court once trump appeal this fraudulent verdict,-0.7857142857142857,0
this is the only way they can try to take their political opponent out because hes so far ahead what a corrupt judge typical demorats,-0.788,0
he got off with a slap on the wrist if any of us acted the way he did we would be waiting the trial to end in jail for contempt he shoved a pile of folders that were put together by his own side and just swiped them off the table in a rage you would see from a petulant child,-0.792,0
bunch of s h it engoran was either compromised by physical treats or some kind of monitory bribe what about the original ruling of removing licenses of trumps in nyc why was this not reinstated,-0.793,0
all yall on here think maralago is actually only worth 18m the number the judge ruled its worth in contradiction to trumps estimates giving him leverage to take out more loans this story is insane since owners never assign value to their assets its the banks job to do its due diligence i can say my house is worth 1t but ill never receive a loan on it unless they asses its value all of you praising this are completely insane and delusional,-0.8,0
so wrong make effing biden pay for the illegal criminal trespassers trump will appeal and win,-0.8,0
imagine thata partisan democrat who broke precedent for both prosecuting a former president and also prosecuting for fraud with no injured party declared him guilty watch the double standard with anything related to the bidens,-0.8,0
this is not a justice system this is a political hit job biden said he was blaming putin for the death of his political opposition what is biden and the democrat swamp doing to trump,-0.8,0
because of mayor adams new york city is broken now the judge is making president trumps family hundreds of millions of dollars because of the incompetent mayor and government of new york city and state that money is going to fund illegal immigrants every landlord has triple the rent because of illegal immigrants its unconstitutional to stop president trump from doing business in new york the democrats are robbing president trumps family,-0.8,0
the judge should be disbarred hes a criminal of the justice system,-0.8,0
just like teflon he wont have to do a thing nor will anything happen to him how many has be been found guilty and yet here we are talking about another trial that found him guilty if this was the trial of an ordinary 9to5 meat and potato type of guy rest assured he would have been locked up a long time ago your country is doomed,-0.8,0
kangaroo court adjourned,-0.8,0
the judge so stupid laying all midia and democratic people laying stupid people bad,-0.8,0
guess this is the way they distract from the fact theyve admitted biden is both a criminal and senile,-0.8,0
i bet that judge that ordered that will no longer be a judge in the near future just wait karma always comes back around and the truth always comes out,-0.8,0
this should be appealed and judge removed for bias and prefjuce and request change of venue,-0.8,0
totally ridiculous to have the evaluation done on both sides bank and trump and they agreed to proceed with the loanand then a leftist judge comes in and says its fraud hahahsuch a political sham casethis will cost the dems the election,-0.8,0
were the jail time for trump is your charge for fraud specially for this kind of money you must serve jail time why are they not going to jail this is not justice,-0.8,0
democrat criminals in government are wayyyy out of control there was no fraud no victim no crime nothing even unusual this is just blatant election tampering by tyrannical democrat operatives weaponizing the courts against a political opponent not a chance this stands on appeal literally no crime these democrat criminals in robes simply want to destroy trump financially cnn supports democrat criminals but americans dont trump can only grow stronger as you leftist criminals attack democracy,-0.8,0
the state should appeal the ruling of a 3 year prohibition and go for a ruling of the trump organization or any entity with trump or his children forbidden to do business in new york for ever,-0.8,0
this judge is delusional,-0.8,0
looks like trump has a slam dunk appeal considering judge gay fonzi took matters into his own incompetent hands determining the value of trumps assets through his own assessments and calculations which further strengthen trumps claims that this lawsuit its findings and the penalties assessed are not only frivolous but fraudulent and motivated by nothing but malice trump needs to sue the state of new york the attorney general and gay fonzi the only evidence trump needs to introduce is the big flapping mouthed judges 18 million assessment of maralago vs forbes magazines 700 million assessment of the same property pinhead libtard judge off by 682 million after evaluating one property moron disbar the flamer,-0.8,0
corrupt judges america is now third world fake lady justice,-0.8,0
lawfare at its finest,-0.8,0
this is a dirty judge soon to be disbarred,-0.8,0
no surprises there as the judge made up his mind from day 1 off to the appeal court,-0.8,0
hey judgehow much money were you paid by the biden family everyone has his price sleeping at night is the hardest to do when a guilty conscience creeps in your dreams,-0.8,0
cnn and communist dc establishment flaunting their fraud and bias two tiered justice,-0.8,0
this case was over before it started talk about a fraud the judge has been foaming at the mouth since the beginning im going to get trump no matter what,-0.8,0
another phony judge and his game to played never got it right,-0.8,0
i just saw a video of that judge harassing a uoung hirl at the gym she should pull an e jean carroll,-0.8,0
what a joke what a waste of time and money the justice system knew like all the political lobbyist knew that nothing of significance would be done typical nothing new,-0.8,0
you mean the summary judgement by the rabid flaming liberal judge he wont ever have to pay that bs,-0.8,0
crooked judge,-0.8,0
the judge lied about the value of his mar largo property by artificially lowering the value to get a conviction should he also be held accountable by the law what about the banks who made profits off the loans should they be held liable as well you need to think deeper beyond get trump the fact there was no one hurt here means either the tyrannical government can now go after everyone who received loans or its simply selective prosecution this isnt russia yet although the dems like to try to imprison and bankrupt political opponents,-0.8,0
that judge is corrupt he will be the one going to jail and maybe worse,-0.8,0
its amazing how you can say all that with a straight face this is a political sham trial no one was harmed the banks agree with trump the judge specifically and district attorney should be disbarred completely unethical everyone should be ashamed for cheering on such a kangaroo court imagine if they can do this to trump they can do it to anyone of us,-0.8,0
not lawyer civil fraud is a felony isnt it,-0.8,0
lol kangaroo court clown judge they will never get a dime no evidence of any wrong doing its a clown show and the judge is corrupt he will get hes just like fanny geting hers,-0.8,0
this is a bought democrat judge trying to railroad trump and we all know it,-0.8,0
this is the same judge that said trump was guilty before he saw any evidence this is how you know this is not a fair judgment twotiered justice system no different than the court system putin runs,-0.8,0
even the bank testified that they did their own stress testit was the banks decision at the end of the day and they were paid back this case is a joke there were no victims and they made money from his loans and investments the bank even said its normal for for abussiness moguls to do this the only claim is that the judge said the loaners could have charged a higher interest if they had known wtf bro its the banks and insurance companies responsibility to check the valuation claims and the fine ok if they want to fine him ok go buy this amount wtf a similar case just months ago was only fined 1m this case doesnt even have victims the judges jurisdiction is to protect those who cannot protect themselves these are banks not helpless civilians and the bank is defending him so now if a judge hates u he can just charge u as much as they want,-0.8,0
a total mockery of our judicial system and a 2 tiered system of justice he will never pay will either get thrown out in appeals court or the supreme court the judge is nothing more than a joke and a disgrace to the bench,-0.8,0
this judge is a clown just like our sitting president traitor joe,-0.8,0
i am furiousthis judge needs to be prosicutedi dont believe this is right and legal,-0.8,0
that judge is breaking the law his evil looking smirk says it all,-0.8,0
no jury with a liberal judge yeah you can bet the judges decisions were not political banana republic is coming at you live,-0.8,0
new york taxpayers trump vendors and bankruptcy courts had been defrauded by the trump organization 02162024 response by political analyst and strait shooter cliff strait telling you what mainstreet media their commentators and their pundits will not tell you i like how cbs disabled their comments while they lie about there not being any victims just because trump paid banks they miss the fact that the new york taxpayers had been defrauded by trump lowering his property values thus not paying his fair share in taxes then he paid banks but defrauded his vendors by not paying them and then filing bankruptcy based on lower property values this is all fraud the 3year ban basically is a life ban for trump actually trump is getting off very light because some of these crimes are considered bank fraud crimes for filing false bank statements the department of justice should have been the first agency to have filed charges for bank fraud but because merrick garland is the current attorney general trump is receiving deference that no other taxpayer would receive this places trump above the law it is very clear there are at least three or four justice systems at play one for the very rich the powerful white privilege and another for minorities,-0.8,0
when corruption takes over the court system every citizen will become a victim,-0.8,0
a victimless verdict shameful and this is election interference,-0.8,0
this is a bunch of s h it they are not disbanding trumps company this would be the results with anyone else the monitor which was to oversee the companys business up to this trial stated that they were not disclosing all necessary company transaction details to her that a whol can still orchestrate through some other criminal minded individuals he will somehow delay payment,-0.8,0
lmfao all the morons here in the comment section dont understand that this judge has had every appealed case over turned enjoy it while you can youre vindictive behavior wont be satiated,-0.8,0
just remember that this judge valued maralago at 18million such a corrupt case,-0.8,0
look at this judge typical democrat he looks like he has not showered in weeks or brushed his teeth or combed his hair trump 24,-0.8,0
every american who owns property every commercial developer in this country best hunker down the communism is full bloom now the most unreal civil case in history decided by judge engoron who just showed putin how the democrats play the court system in america,-0.8,0
to all the happy communistsdemocrats fascists who are applauding this trumps mara lago property is worth over two hundred million dollars the judge said no its only worth 18 million do you really think this is how our justice system should work in america using it to go after political opponents like russia does or china,-0.8,0
how is this guy a judge dude how is him and that lollita james not in court for corruption etc,-0.8,0
hope this judge gets his comeuppance soon fuck new york they are failing in so many ways and the judge is old probably wont be able to enjoy his decision,-0.8,0
this judge was a putz from the beginning i have never seen a judicial departments go after one guy like they have trump,-0.8,0
your all suffering from a severe case of tds and its hysterical the judge found him guilty before the trial without hearing any evidence apparently hes the amazing kreskin there were no complainants who lost anything and everyone made money the attorney general said she was going to harass him and be a pain in the ass if she had said that about a briben or anyone else tds patients would loose their collective minds,-0.8,0
kangaroo courts at their finest,-0.8,0
he wont pay this nonsense this whole trial was a sham,-0.8,0
arrest the khasr judge,-0.8,0
ridiculous hes going to appeal,-0.8,0
fake newsnever heard by a juryjudge decided and biased judge def getting overturned,-0.8,0
so alina habba at this stage has secured close to half a billion dollars in penalties for her client between this and the defamation case shes possibly the worst lawyer in world history,-0.8,0
this judge needs to be kicked out of,-0.8,0
what a sham the judge should be dis barred,-0.801,0
this marxist judge 3high on crack if he even thinks that president trump is ever going to pay that,-0.829,0
nonsense n insane verdict the judge is not qualified exremely political,-0.83,0
so some clown judge one guy can order another guy to pay 355 million dollars everyone should be wary of this if they can do this to a past president what if they came after you,-0.85,0
no one was defrauded the ruling is insanity totally corrupt a shakedown for a business mans money and hos business,-0.85,0
if trump didnt screw michael cohen over stormy daniels then this trial would likely never have happened next up is that stormy daniels hush money falsifying business records commiting campaign finance violations and election interference case which could bring jail time,-0.85,0
corrupt radical judge breaks the law and tries to influence the election,-0.85,0
i am appalled that judge engoron did not revoke the trump organization s licenses to do business in new york state in perpetuity it is apparent that all the trump family are criminals,-0.85,0
trump is such a hypocrite he has to post the full amount in escrow according to the judge and he has to pay interest that amount through his appeal this judgment will stand its very clear and lays it all out trump is a crook,-0.85,0
im glad the judge went after trump and im glad he took him down i think he didnt charge him enough trump is a monster they should have kicked him out of the usa him and his family and they should never be allowed back in donald trump and all them crooked sons i bet if he dug deep enough and find something on the daughter the soninlaw and the wife but im sure hes got everything in that little sons name the next future trump crook the ugliness that came out of his mouth about russia he needs russias money russia has money of his in the banks of russia as does china or its in the a swiss account but he has money all crooks that are hiding money from the us government have accounts overseas bank accounts and thats another thing a government needs to go after all damn accounts that theyre stealing money and having it in other countries pretending they live there people are doing it and they need to go after them im sure theres more money of trumps there dig dig dig keep this man off the ballots we dont need this crook its bad enough that somebodys gonna put another crook in there at least we got one down,-0.853,0
the judge committed appraisal fraud he is not qualified to appraise real property or even a ham sandwich this judge is relying upon his immunity from prosecution to keep trump from going after him personally however this judge will be found to be the party to have committed fraud upon appeal i say this with a great deal of experience in this type of matter based upon 36 years of experience as a real estate appraiser the first thing that should be looked at is how did this judge arrive his values for trumps properties i am willing to be anyone that the three approaches to value income cost market were not completed furthermore i will also bet that a as of date of valuation was never assigned for cnn viewers that means the date the court assigned the value was it 2000 2022 or what it must be specific dates as in 01012022 or its all worthless which it is anyway as the judge has zero real estate education see his wiki page you will also discover he is an old failure of a musician that fell back on the law for a living,-0.86,0
this will be easily overturned in the supreme court when the republican get into power all of these judges will be arrested and charged,-0.875,0
except nobody was defrauded of anything and all wirnesses from banks were on trunps side political trash ny trying to make trump pay for all the illegals ny caused with their votes all they are going on is the judges appraisal of maralago which is absurd at 18 million there is an open lot with a worse view for sale for 200 million this will be thrown out by the higher courts where liberal mental illnesses havent run wild the ignorant news caster claimed trump has to pay it back there is nothing to pay back nobody lost a dime and he didnt inflate the value of his property the judge just undervalued it,-0.875,0
idiots reporting to idiots watching djt will win on appeal judge a nut case and blew it by making guilty statement before trial,-0.8791,0
yahoo trump baby has a court appointed baby sitter for 3 years its not long enough cause he will never grow up,-0.8853342,0
lol you fools wont ever collect a dime of this fraudulent ruling,-0.886,0
what a joke a judge trial because no jury would finally him guilty and all the nonsense they tried to bust this guy on in the end they say he lied about the value of his home you guys are a joke just like this trial 1000 politics to try to stop the man from running pathetic democrats just pathetic,-0.89,0
that should of been compounded by 9 every year for the 6 years the case is for and he should of been band from ever doing any business any place in the country because of the depth and breadth of the frauds he has been charged with and the ones that we know he did that have past the statute of limitations he will do it again with out a thought because he dose not know how to run a company any other way,-0.9,0
these court proceedings are political theatre to keep liberal dimwits clapping like seals while the entire world burns around them,-0.9,0
this is a sham appealappeal appeal karma will show her ugly face you judge should be ashamed jealousy and an evil persona have just left their mark on you,-0.9,0
judge orders trump to pay 355 million in civil fraud trial then theres the 833 million plus the original 5 million for ej carrol then there is the 76 million over last two years on attorneys as legal troubles thats 519 million and counting tired of winning yet hope his trumptard followers are getting out their checkbooks,-0.9,0
this prejudiced judge needs to be fired immediately,-0.9,0
good im tired of seeing this liar fraudaholeclown get away with murder trump may believe hes above the law and better than everyone but hes not he needs to be held accountable for his crimes just like anybody else would in my opinion i believe trump should be in jail while going to court he has committed enough felonies to be in prison the rest of his life he will blame blame blame its getting old the way he deflects his responsibilityaccountability into president biden get this man out of here,-0.9,0
the system needed justice served and especially this judge abuse of power committing fraud this bank fraud judge new he had the testimony from professional bankers that mr trump didnt commit bank fraud the blind folded woman with sword of justice of truth in any court of law this crooked judge ignored substantial evidence of facts beyond a shadow of doubt mr donald j trump formal president is innocent this crooked judge on bank fraud is the one of abuse of power of fraud mr trump is not being treated by law and getting justice the court transcript has the bankers testimony and this should show how crooked judges can rule wrongful and not held accountable getting justice served and stop in the future how many more people this judge would abuse his power commit fraud,-0.9,0
judge is a freak with severe tds that will be disbarred,-0.9,0
it just shows what a corrupt cesspool new york is ill tell you one thing you can definitely call him president donald trump how did they find a good person guilty before the trial only in new york he will never pay a dime and rightfully so,-0.9,0
that judge is 100 full of sht,-0.9,0
i hope the judge is disbarred and placed under arrest as well as the prosecutor,-0.9,0
this is bullshit and a witch hunt this is clearly political and there was now harm to anyone its the job of the bank to verify the values trump is a good business man and if you find trump guilty of this then the judge has to try every other business man total bullshit,-0.9,0
corrupted justice system,-0.9,0
ridiculous corrupt and totally against our constitution lock and debar the corrupt judge,-0.9,0
that judge is a crooked mfaker,-0.9,0
what a joke do not do business in new york if you have a business in new york get out quickly because if you cross the ruling class they will break you this was a stalinist show trial this is a message to the american citizens dont cross the dnc or we will destroy you trump was guilty before stepping into this fraud of a court everyone made money in these deals the sate of new york even made money there were no victims this was a political dog and pony show with this garbage the people will never have a choice for president again challenge the élite and they will crush you this judge is a disgrace to freedom,-0.9,0
yay judge donny is a psychopath who deserves to go to prison,-0.9,0
this is total bs the banks say everything was perfect how can one dirty democrat judge bankrupt you kangaroo court,-0.9,0
i missed something wheres the plaintiff it is the banks job to make assessments regardless of the borrowers assessment the banks were paid back on time as i understand so who is the plaintiff has to the judge made himself plaintiff all sounds bananas to me sorry just a lot of lets hate trump,-0.9,0
the judge and pa should pay the same fine and do jail time,-0.9,0
this just proves the investigation in all of this has been going on for years and now after his presidential bs just added to the case hes a has been finally,-0.9,0
the judge needs to be jailed criminal democrats running our court systems all this is to try to keep him from running for president,-0.9,0
this judge was very bias against trump,-0.9,0
judge is a partisan hack he should be removed,-0.9,0
time for that judge and district attorney to be disbarred this is the most criminal misjustice ive ever seen in my life,-0.9,0
wow democrat justice department democrat judges democrat news media and your political opponents have their business their assets and their freedom taken away joe putin 81000000 votes this is what you get,-0.9,0
trial awas a sham,-0.9,0
that judge is corrupt he openly stated he was going to find trump guilty at the beginning of all this seems pretty shady,-0.94,0
the court has spoken the irony of the financial fines against trump is that he will never pay one dollar why he will manipulate the gop superpacs for money he will demand his delusional maga supporters contribute to his fines putin certainly will give him money saudi arabia will definitely give him money by his words and actions trump is a delusional ignorant narcissistic psychopath his problem is that he just will not shut up he will contribute to his downfall with a series of endless lies and fabrications trump is a lunatic,-0.95,0
a corrupt liberal judge who hates trump what a big surprise the total disgusting weaponization of the justice system,-0.95,0
you people are all crazy go trump save america impeach biden and all the other corrupt politicians get that judge out,-0.951,0
the judge in new york gave trump a break i fill he should been banned for life and they should have pay the people of new york more money cause it not enough and dont make up for what trump stove from the american people in new york,-0.952,0
this cvnt has never paid his bills convict45 is guilty af he will need diapers in prison,-0.987,0
what a farce what a kangaroo court,-0.99,0
corrupt pedophile judge should be in prison not presiding over any cases this corrupt decision will be overturned in an appeal,-0.9999999403953552,0
who is getting this money the financial institution are not seeking damages,-1.0,0
lets not forget about the irs and the taxes he didnt pay on the fraud its not over yet don his books are so bad he cant even file an amended tax return mic drop,-1.0,0
the big orange fraud has to pay let him pay up in a big orange suit too,-1.0,0
fu judge voting trump no matter what the left wing trys guy should be disbarred sell everything in ny and never return or do anything in that state if you are a substantial business unless of course this is just garbage trying to get trump we shall see if they use this bs ny law again,-1.0,0
this judge is a complete joke,-1.0,0
this judge is a joke mp im laughing at you,-1.0,0
appeal incoming nothing to see here,-1.0,0
sold out judges everywhere chicken shiz,-1.0,0
appealed fkn idiots,-1.0,0
that judge is a disgusting creep,-1.0,0
that is what happens when you have a bunch of democratic crooked judges prosecuting criminal cases in state courts,-1.0,0
someone on youtube tried to tell me that appeals courts dont exist anymore then i find out just another lying democrat go figure,-1.0,0
appeal this prosecutorial misconduct,-1.0,0
that judge looks like hes been out for trump for years political hit job for sure perfect timing for election interference,-1.0,0
can any of you tell me what happens if he appeals then they would have to prove their was a victim who was the victim was it the banks or loan companies wait they made millions so no was it uh oh no one what does that mean if he appeals i will get overturned oh no but orange man bad wahhhh hahaha talk to you all in 9 months silly goofy sheep never learn,-1.0,0
scum and shows misconduct,-1.0,0
so who gets the 355 million that lying judge,-1.0,0
justice for all tired of winning you rpist,-1.0,0
couldnt have happened to a better man than defendant ttrump,-1.0,0
the judge is low iq,-1.0,0
two tier justice system at its finest,-1.0,0
judge pls disqualified him from the ballot,-1.0,0
she wont see a dime of it that judge needs to be removed hes nothing more than a political activist disguised as a judge oh and cnn is worse than fake news,-1.0,0
this judge needs to be removed from the court,-1.0,0
so with all the monitors his business is in jail,-1.0,0
judge you are fined a shit ton of money trump i see im going out to my car to get my checkbook,-1.0,0
the judge himself and all the individuals running usa right now are the real corrupt ones and they need pay for their crimes,-1.0,0
this clown judge is himself a criminal if this is our judicial system were all in trouble stand against injustice,-1.0,0
the victim was every business in ny that follows the law think of a cheater at a poker game he wins ill gotten gains,-1.0,0
jealous commie judge who works for the corrupt government,-1.0,0
totally not a political prosecution no siree nothing to see here no other property constructor ever does anything like this on ever single property they put up for collateral,-1.0,0
this democrat bought and paid for judge is the real fraud,-1.0,0
that judges face is a hate crime,-1.0,0
another compromised dnc pedo judge,-1.0,0
the corrupt trump hating judge who said mar o lago was only worth like 18 mil who has a trump hating wife who tweeted how her mission is to put trump in jail right yall mfs still watching cnn whos been caught lying tons of times about russia and trump and bunch other bs,-1.0,0
corrupt leftist judges in corrupt blue statestrump 2024,-1.0,0
so stupid this will be appealed,-1.0,0
these libitard politicians need to write a book on how to stack courts and blackmail judges,-1.0,0
corruption is the game this judge plays there all corrupt,-1.0,0
this judge is crupt,-1.0,0
the worthless tammany hall judge shall rue the day,-1.0,0
a jew judge a black prosecutor a black mayor a jew governor must be great times in new york when does this shit end,-1.0,0
what a farce how did this idiot ever become a judge,-1.0,0
never going to happen hell have that squashed in appeals court,-1.0,0
what a crooked judgehe is pure garbage,-1.0,0
when a man is convicted with no incriminating evidence is valid proof bidens weaponized two tiered justice system is working in his favor,-1.0,0
come on this is a false judgement from a paid off democrat operative judge no victim no losses cnn absolutely knows this was a sham but continues to support the downfall of our justice system,-1.0,0
this ruling is so bias its disgusting,-1.0,0
this judge is a corrupt clown,-1.0,0
never gona happen because the so called judge is a pos,-1.0,0
fraud to who,-1.0,0
judge said get outta town,-1.0,0
appeal appeal delay delay do we really think that he will pay very little if any of this,-1.0,0
judge sucks,-1.0,0
the judge is a fraud trump will appeal we all know how corrupt nyc and state is,-1.0,0
judge has lost his mind l james and nyc loses,-1.0,0
bs get brandon convicted,-1.0,0
corrupt justice department and corrupt media it is hard waiting on all the mindless sheep to see it you all will soon see who is fighting for you and who is getting paid to do what they are told at your demise,-1.0,0
which one of his crimes was this fine for,-1.0,0
this idiotic judge is so stupid and corrupt our justice department is as bad as the one in north korea,-1.0,0
hey fatty shack dont do the crime if you cant do the time or pay the fine,-1.0,0
this case makes zero sense i dont like you so ill charge you with something that ive never charged anyone else and find you guilty no matter what you do democrat logic spells the utter destruction of the us,-1.0,0
massive obama conspiracy against trump httpswwwyoutubecomwatchvc6_ftjpdyrc another sleazy unelected judge placed by sorosclintonobama no evidence no grounds no proof no ability to act as a real judicial here we go again with another fake trial with false accusations and no evidentiary proof more of our tax dollars were wasted by the lameduck administration,-1.0,0
the judge should be disbarred,-1.0,0
no surprise as the judge is bought,-1.0,0
so how much does the fraudulent judge get,-1.0,0
this will get overturned what a joke of a court,-1.0,0
delay and appeal,-1.0,0
