comment,sentiment_textblob,cluster
trump telling nato to pay there fair share in defense but he wasnt paying his taxes in nys the irony lmao,0.6499999999999999,0
hope trump picks noem for vp she is smart and has the best for the country in mind i agree with the guy below id pull my business out of ny,0.6071428571428571,0
i would either file bankruptcy or tie this up in courts for decades amazing at the corruption going on in this country and no one is charged but trump,0.6000000000000001,0
its amazing how its so close to trump running what a scam,0.6000000000000001,0
fox news actually honest,0.6,0
lmao why anyone lives in the tyrannical states of america is beyond me i can see why you all are ranked 17th on the freedom index,0.6,0
lmao biden can steal classified documents sell out the usa family makes millions nothing to see here folks wtz,0.6,0
if i was trump i would not use money for a charity in my name to produce a self portrait for myselfalmost sounds narcissistic and people could misconstrue it for the charitable purpose it was commissioned for donald trump,0.6,0
hahaha fox news still cant deal with the fact they support a liar a thief a rapist etc etc etc buy a clue already the hush money one is the best let the storm roll in,0.6,0
you vote for a rapist at your own peril,0.6,0
maga remember your donations matters maga meniac has been ordered to pay out over 350m although hes a billionaire he still need your donations hes not tired of losing hes the greatest loser,0.6,0
be honest michael cohen got trump,0.6,0
yall trump supporters better be sending him your weekly pay checks since you love him so much lol,0.6,0
lmao fox news had to pay ove 750 million of dollars because of donald the dicktator trump,0.6,0
all true americans rejoice make accountability great again,0.575,0
no worries this will be overturned trump will be fine and will one more time make america great again,0.5722222222222223,0
this is why trump doesnt want his taxes looked at he will get fined even more hes a liar and really good at manipulating you thinking hes innocent,0.5666666666666667,0
the good news is if every trump voter donates 65 million dollars each trump can payoff his fine for lying sounds doable,0.5583333333333333,0
lol lol an lol fox news the channel of and for losers,0.55,0
trump is the most honest person in the world,0.55,0
all this winning trump is doing is amazing,0.55,0
why does everyone at fox worship trump he would be a lot richer if hadnt bought everyone that works at fox pews the women that works for fox love him more then they do their own husbands and children,0.5333333333333333,0
lol trying to bankrupt him from running lol such a joke,0.5333333333333333,0
at what point does maga realize there actually supporting the criminality they keep chasing lol,0.525,0
trump never wrong lol,0.525,0
to think all this for being a great president and putting america first,0.525,0
first he appeals he will win then he puts ivanka and baron in charge then baron and ivanka goes home and don and eric run the company for 3 years,0.525,0
i love watching donald chump losing his mind over this oh what a tangled web we weave when first we practice to deceive lol ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,0.5166666666666667,0
thats pocket change for him this only helps him become more famous and win the election even more lol,0.5166666666666666,0
i recall the debate with hillary where she pointed out he had paid no taxes for years trump said that makes me smart lol,0.5071428571428571,0
rest assured there are rinos like mcconnell romney and many others in collusion with this,0.5,0
we love you president trump and your family,0.5,0
shameful will lead to trump winning or revolution,0.5,0
i love this for donald,0.5,0
not trump will pay his maga crowd will pay thissend him more checks james wanted to get trump she knows how to fight trump is a loser,0.5,0
every trump supporter close to 70m i guess should send trump 10 in 1cents it would more than cover the cost,0.5,0
these people who are after trump need to stop and think if he doesnt win because of all this legal bs this country is going to come unglued,0.5,0
gotta love fox you know that fbi whistleblower that was supposedly the republican house smoking gun against the bidens he was charged with perjury this week how come fox isnt covering that,0.5,0
stop the trump wich hunt and save america and americas freedoms trump 2024 for a safe america for all americas,0.5,0
trump has nothing to worry about his worshipers will gladly pay it for him,0.5,0
the more they indite the more folks unite,0.5,0
so many maga tears in here,0.5,0
lmfao what a loser keep on giving him your money maga sheep i love it,0.5,0
when trump is president he better imprison these two crooks,0.5,0
more people will vote for him now bc we know its a scam,0.5,0
yeah trumpies trump please send me 20 for my latest trading card,0.5,0
everyone of you trump lovers better get to your nearest pawnshop and start pawning your sister cousin wedding china and nascar memorabilia your cult leader is gonna need those donations before he runs out of money,0.5,0
republitards your chosen orange jesus needs more money,0.5,0
fuccknews seema to be very happy in breaking this news to us l fuucckknews celebrates trump fallssss this is so obvious breaking news,0.5,0
make sure you get out and vote for trump in november 2024,0.5,0
this will help his reelection that much more,0.5,0
hes a fraudster that got a better deal than he deserves,0.5,0
draft dodging donald trump cant stop and wont stop winning,0.5,0
these reporters are hella biased lol fox news are trumps puppets hahaha,0.5,0
all you trump supporters better start giving your paychecks to trump ha ha,0.5,0
this is a waist of tax payer money his sons will just run the business in ny this is nothing more than election interference,0.5,0
trumps america looks better every day trump 2024,0.5,0
i support and stand by trump love trump trump 2024,0.5,0
many of you do not even know the details of the case all you have ingrained in your heads is that donald is an angel how you like them apples,0.5,0
lmfao all this winning maga send the billionaire your money hes going to need it,0.5,0
trump will be able to assemble the 1 fundraiser of all time 100 donation per book then another edition for 25 money wont be a problem,0.5,0
is maga cult will have to donate even more to this fraudster,0.5,0
cope and seethe maga cope and seethe and dont forget to get those donations in the billionaire mandarin molester needs more,0.5,0
trump i need you to find 11780 votes and while youre at it i need you to find 365 million which is 365 million more than i have geez cmon guys,0.5,0
trump will be ok maga supporters will continue pay his bills,0.5,0
when he becomes potus again he better take the salary and not donate it to charities this time,0.5,0
oh no they just gave trump 50 million more votes,0.5,0
you maga nuts better send him the rest of your pennies he gonna need em,0.5,0
i will vote for him more than ever,0.5,0
his son barron must be glad he gets home schooled i cant even imagine how he feels to have trump for a father trump doesnt even try to hide his lies he thinks hes god,0.5,0
we still love you president trump,0.5,0
now i support him 1000 times more,0.5,0
thats okay when trumps in office theyre all going to prison,0.5,0
and trumpers still think trump is innocent what a bunch of embarrassing sheep,0.5,0
the more they indict the more we unite trump 2q24,0.5,0
maga make accountability great again accountability is coming to collect hope you ready smelly trump,0.5,0
corruption at the highest level they are trying to bankrupt president trump and they are not going to stop more indictments are coming stop trump at all costs including epstein him,0.5,0
hes a great businessman haha hes always been a fraudster ever since atlantic city bahh bahh magahhh,0.5,0
eventually anerican citizens will tire of the lawlessness of this administration and fight for our freedoms and democracy so many have died to defend,0.5,0
ba ha ha ha ha ha ha ha ha ha i remember kenneth copeland saying how god would help trump win in 2020 god told him so much for your god and your traitor trump he will never be president again,0.5,0
maga retardplicunts are hilariously ignorant and thats tremendously hilarious,0.5,0
cant you just feel america getting greater,0.5,0
most anti goddam americans,0.5,0
more fox news lies you guys will never learn,0.5,0
i love the maga tears keep filling my cup im thirsty for more tears,0.5,0
what a genius he keeps on winning,0.5,0
julius and ethel rosenberg have maga to pay the bill also sell some cyber secrets in margo largo he will be okay make deals to get rid of nato,0.5,0
so its ok for trump to say what he like about anyone what a joke what about lock her up should trump have been elected on that what goes around comes around,0.5,0
hows that winning working out for trump,0.5,0
i surely would like to see what happens if and when the democrats turn on the biden family,0.5,0
we love trump,0.5,0
make sure his campaign funds go towards his crime payment order,0.5,0
fox has more trump spooj on the chin than skin,0.5,0
now does everyone know why he hid his taxes for 6 years all the while saying his taxes were tied up with the irs most knew he was lying,0.5,0
can he just ask 10 bucks from each voter supporter 10 x 50000000 im sure people will send him money,0.5,0
there is so much winning on the trump train,0.5,0
trump is winning everything,0.5,0
i love fox cum maga tearsssss hahahahah,0.5,0
because of this more will vote for trump,0.5,0
better start giving your money to trump then,0.5,0
please send more money to president trump he will appreciate it,0.5,0
remember democrats will never give up never ever any more trump will never become president again no chance even if 120 vote for him bidon will winn even if no one vote for him americas history will end,0.5,0
trump the most foolish thing on earth,0.5,0
but dont worry im sure hell use all the money mega supporters donate to him to pay it off,0.5,0
of course fox would have on a partisan hack to say trump is innocent hes not hes a fraudster,0.5,0
glad to see that even those with more power are held accountable in this country,0.5,0
maga members get your checkbook ready your great billionaire leader needs your money,0.5,0
you can come to nashville youll be okay here we love you president trump,0.5,0
more winning the maga way,0.5,0
fox is a fckn disgrace defending this fraudster and sexual deviant,0.5,0
lets make sure we go out and get trump elected 2024,0.5,0
we all need to sell our trailers and give all of our money to trump now he needs us patriots more than ever,0.5,0
welcome to the new usa republic socialit,0.4681818181818182,0
great news for america he is a crook and i wish his stinky but could be jailed for stealing from the people of new york grifter,0.4681818181818182,0
trump is a billionaire businessman and a stable genius he should be able to pay this 364 million easily,0.4666666666666667,0
and imagine this is the country that constantly say they want to bring democracy to the world lol they cant even bring it to their own country,0.4666666666666666,0
our president trump will become even more popular today since we the people can see right through this scam,0.4619047619047619,0
lol this is the best news of 2024 so far trump belongs in jail,0.45,0
and theres the illusion that you people think you are living in a free society when someone that is not part of the establishment runs against it and is and has been winning they go all out to remove himthem the world does not belong to globalists,0.45,0
so why doesnt he just build himself somewhere else close his business and get out of there they also dont understand how many people are employed by trump so what they did is cause a huge loss of jobs,0.45,0
these leftist democrats are going after a popular republican presidential nominee because they cant win on their marxist ideology,0.45,0
democrats getting excited over something thats gonna get appealed is hilarious and shows their intelligence,0.4375,0
trump cant stop winning lolol actually he cant stop losing hahahahahahaa,0.4333333333333333,0
hes our president he is a leader it is a shame they want to do this to him its a shame a portion of people in this country dont want us to be prosperous and strong it is a shame mr president trump 2024,0.4333333333333333,0
stay strong president trump américa loves trump,0.4333333333333333,0
stay strong president trump,0.4333333333333333,0
maga but rtf most americans get abandoned but rich tax free,0.425,0
trump loves winning when he saw that fox paid 787m he probably told himself oh i can beat that btw 350m is just one day of fundraising for the maga and everything should be paid for in full,0.425,0
trump claims hes a billionaire so he should have no problem paying the fine,0.4166666666666667,0
364 million so trump pays this who does the ny ag pay out this fine to no victims so who gets this money you never hear how the money is going to be distributed,0.4166666666666667,0
so nyc is in debt and trumps fine will just help fund the migrants,0.4166666666666667,0
quick start buying more nfts when will maga realize emperor trump isnt wearing any clothes clown show,0.4166666666666666,0
lmao this guy trump is smart now hes trying to install lara trump over the rnc to steal that money time to donate maga lets go,0.4071428571428571,0
we have all the funding we need coming out of russia compromised puppet trump may be visiting the putin bank again looking for another huge loan,0.4000000000000001,0
fox news should make a huge donation to the trump foundation to help him pay for this but something tells me theyll do nothing,0.4000000000000001,0
trump should sell everything in ny and move the money to a free state,0.4,0
so barron gets off scot free smh,0.4,0
all you low iq maga cult members get your check books out your cheetos jesus needs your money lol,0.4,0
we the people need to tell our democratic lawmakers to quite bothering the future president lol,0.4,0
hear that sound trumps approval climbing,0.4,0
breaking news trump tower for sale cheap cheap cheap cheap,0.4,0
when unelected people control our lives we are no longer free,0.4,0
this money will go to the democrats to help win this year money to pay off people with bidens way to run american,0.4,0
finallythe lying trump is paying for his crimes and the great lying witness that his been arrested for lying to the fbi about biden and hunterfox has gone silent the garbage republicans are voting for a tax fraudster and rapist for president soon we will find out he took campaign money to pay off stormy daniels the chosen onelol what a joke,0.4,0
we maga know that trump can take out his mighty swift sharpie and make this go away,0.4,0
bring on the important one treason against the united states of america,0.4,0
texas will welcome trump with open arms,0.4,0
the end of america enjoy it democrats enjoy it while it lasts,0.4,0
trump just win another 10 for next election everytime they hit him is going up his voictory is already a done deal,0.4,0
yesssss finally some accountability this makes america great,0.4,0
free julian assange and edward snowden,0.4,0
how can such corruption be tolerated in this great nation,0.4,0
the more they attack him the more people love his attitude corruption at his finest but bidens son still not killed for gun charge biden works with criminals ukraine is going to sink also,0.4,0
trump shines the light on corruption,0.4,0
oh my dear lord the tidal waves of maga tears are about to break free everyone prepare for the flooding,0.4,0
make america great again hold trumpy accountable for the multiple crimes we all witnessed him commit,0.4,0
fantastic news scumbag trump needs to pay,0.4,0
democrats looking for free money to feed their migrants,0.4,0
cant wait to win the lottery jackpot big money coming to president trump,0.4,0
dont cry now donald trump wait til i light up,0.4,0
just look at america under the obiden administrationits a disastera free for all t hole,0.4,0
i am loving the maga meltdown in the comments thanks fox for posting this gem,0.4,0
i will vote for trump no matter what let him alone and let him lead us back to make america great again i am maga,0.4,0
what a great day in america no one is above the law trump and his family have always been thieves,0.4,0
trump is going to win soooo big in november,0.4,0
if i was trump i would have laughed out loud,0.3999999999999999,0
google billion dollar homes start with buckingham palace and tell me what mar a lago is worth did or did trump not over value his worth the evidence says yes by his own admission the value of something is on the owner just like you can go to the bank and get a 1000 dollar loan with your childs baby teeth as collateral,0.3999999999999999,0
this is 400 million dollars the rnc wont have to use during the presidential campaign thanks to trump taking over it lol plus legal fees and millions on attorney expenses,0.3999999999999999,0
they think its a win haha the real winner is trump,0.3999999999999999,0
isnt it ironic that even as more of his corruption is proven his support grows he was correct in saying that he could shoot someone on fifth avenue and not lose support which says more about the immorality of his supporters than even of him,0.3999999999999999,0
theres nothing that says americas on the right track more than trumps fascist minions throwing a hissy fit,0.3952380952380952,0
i bet the ketchup is flying in fl lol i love it keep those convictions coming trump for prison and fox noise should be arrested too for misleading and lying to their sheep bidenharris 2024 lets go joe dark brandon frigen rocks,0.3833333333333333,0
folks you support him regardless of truth he is cheater fraudulent and consistent lier he plays to putin hand to get his support to win the race meanwhile you stop supporting ukraine where everyday woman children are dying and cities flattened to earth show courage stand with brave ukrainians help them to defend themselves god bless you,0.38,0
he doesnt care about these things to him its nothing more than a side show from the real problems facing america his 2 main concerns are the american people and the united states a true american patriot one of the all time best the best i can do is tell him thanks,0.3796296296296296,0
i wonder how many nyers will lose their jobs in his organization and supporting companies,0.375,0
trump has many supporters willing to help him pay his debts i suggest they all give 1000 a piece,0.375,0
just stopped by fox to see the reactions from trumps fans maga consistently displays their inability to face reality send the fool more cash the billionaire needs your welfare,0.375,0
if trump wins as he should it would be nice to see something happen so that states like ny and ca can not do this kind of political warfare otherwise they should lose all federal funding,0.375,0
well ya know democrats dont like rich productive individuals they want to be given things comes as no surprise,0.375,0
the amount of lies that come out donald trumps mouth have fact checkers working around the clock hes a pathological liar and his downfall is here since trump republicans have lost every significant election and they will continue to lose donalds time is up,0.375,0
that crooked nosed crook engeron should get it good when trump get back in the whitehouse lol,0.375,0
trump is the perfect human i want my son to be rich and sexually forceful like him its the american way maga,0.375,0
voting for president joe biden the builder the best us president in the past 50 years grampa tre45on is circling the drain,0.375,0
trump i used to be incredibly rich got any spare change i still owe alina habba money for costing me 4523 million in lawsuit trials,0.375,0
look this is the screwiest most effective campaign ad situation that ive ever seen the demleft deepstate and establishment are guaranteeing that trump is our next president,0.3666666666666667,0
read this if you are brave do the research if anybody here has a brain left donald trump very likely became a kgb asset during his visits to russia in 1987 the kgb was very interested in trump because he loved flattery and was egotistical they wanted someone who was politically ambitious trump is turning his back on nato and ukraine which is making putin happy i am a republican but republicans never acted like this he thought he could negotiate with them but he got used,0.359375,0
predator trump will be just fine the saudi government gave him 2 billion dollars oh thats right they gave it to his soninlaw wink wink predator trump for inmate 2024,0.3511904761904761,0
how many ditzy blondes with subpar resumes does fox interview and hire straight from the maga sewer,0.35,0
martha is full of duck turds f fox news it is liberal owned too,0.35,0
well ms james did get him trump supporters better get ready for a slew of emails,0.35,0
came straight to fox tears they better get their check books outdaddy needs money show your loyalty to the trumpet,0.35,0
the goal is to rid the man of his power via his money and he will be expected to win the election in 2025,0.35,0
first it was the votes now its the law the democrats has this much power if thats so how in the hell was there ever a republican president please someone explain this to me because i really liked trump,0.35,0
simply bs leave trump alone and let him run a fair race please stop cheating the people,0.35,0
this is full election interference,0.35,0
trumps reelection in november is going to be so sweet i cant wait,0.35,0
you sure dont hear much noise about impeaching president biden anymore after the gops star witness was arrested for lying to the fbi this network mentioned that informant over 300 times where is the apology for lying to you yet again remember dominion,0.35,0
thanks democrats for giving trump 5 more,0.35,0
sucks to be republicans gotta love maga tears god every day more and more good news so tired of winning lol,0.35,0
please leave our country trump america absolutely hates you you stole from the good people of new york to put in a gold escalator and pay for your wifes wardrobe what a loser america hates the trumps,0.3454545454545454,0
hahahaha get your checkbooks ready maggots another big win for the scamming and taxevading sexual predator,0.34,0
my humble advice to the maga republitrumps is to dig deeper in your pockets and thanks to bidens great job market consider getting another job as there are 4 more major cases to come where you would need to bail your so very innocent guy out,0.3354166666666667,0
you no what fox ask the dam people that was beat out there dam money ok shut the hell up and yall pay it this why trump needs to winask his buddies putin abd china to pay ittrump you tied of winning pay your billsgo blue,0.3333333333333333,0
attention loyal trump supporters please sell your house sell your cars sell your kids sell your dogs do everything you can cash out your retirement send everything you can to our president trump he needs to collect 350 million lets pay his bills come on guys lets do it,0.3333333333333333,0
this it the most fun ive had in a while thanks trump supporters,0.3333333333333333,0
foxnews goes like lucky you donald in our case it was 787 million dollars p,0.3333333333333333,0
this is too much for the tiny minds of fox news hosts lol,0.3333333333333333,0
this wont stick they democrats will crow about it but stay silent when its overturned like so many before this one thats why your average leftard still thinks stormy damials made millions off of trump when the facts are hes the one that made money from it suing her she got nothing and he got millions but youll never convince a brainwashed leftard it happened most still believe the story about him grabbing the steering wheel of a moving vehicle he wasnt even in lol,0.3299999999999999,0
fox news very funny news outlet,0.325,0
yet biden is untouchable we are truly done as a free country this is exactly what dictators do go after their opponents this is all about keeping democrats in power,0.325,0
the old man has now cost his kids 551 million growing 1mweek you gotta love the old man eh and melanie was overheard booking a oneway flight to the south of france vlad has a couch in his basement but said the kids are on their own trump is a flight risk pull the passport,0.3249999999999999,0
hes a criminal and fraudster who mislead many many people and organisations something fox is also good at,0.3249999999999999,0
yes contributie the the distrust what do you care as long as it is good foe the viewing rates the greed devil is inside you fox newshosts and he will eat you from the inside,0.3249999999999999,0
every mention of trump losing his businesses puts a smile on my face yes pay up orange makeup wearing criminal clown and real americans not fox viewers cannot wait for you to be lockedup either thator well happily give you and your klan a oneway ticket to russia then youll learn what a good man putin is you fascist,0.32,0
wont affect trump new york is collapsing anyway most business owners will see this shitshow and they will move their business anywhere else,0.3181818181818182,0
they should move on their assets out of new york move it to another state keep those buildings vacant so nobody can get access to the buildings and help new york from losing mass jobs and money because i bet there are so many states that would love to have trumps business and the money that could be made off the revenue and job creations,0.3181818181818182,0
who cares new york will be a smoking hole in three more years,0.3181818181818182,0
it is funny how most trump supporters aint saying he didnt do it but that there were no victims thanks for admitting trump is a crook,0.3166666666666666,0
we lost a battle in new york today peoplebut we will ultimately win this politically injustice war hold the line patriots,0.3121212121212121,0
fox news just ignores the facts and blames trumps opponents where theres smoke theres fire and there sure is a lot of smoke around trump and its courts that have found him liable for sexual abuse and now unethical business dealings is this really someone you should be making excuses for and supporting there are much better candidates in the republican party,0.3083333333333333,0
trump revenge tour 2025 is gonna be some watch i wanna see donald act like xi towards these people their own ideology played back on themselves lets gooooo,0.3,0
a vote for trump is a powerful vote for russia,0.3,0
mans lost twice already next is the election lmao,0.3,0
trump will either be remembered as the greatest criminal in us history or the guy who put an end to democracy how will fox be remembered,0.3,0
i hope trump wins and becomes a dictator then he can deal with these people the way they deserve,0.3,0
i dont think trump is even worth 364 million,0.3,0
oh boy now his supporters have to give him even more money come on people put in some more ot he got legal bills to pay and we know he doesnt pay themyou do oh you pay his butlers bills to so take a swig of the kool aid on your back to work and keep those donations coming,0.3,0
and once again the world continues to laugh at trump and his minion supporters,0.3,0
trump defrauded the honest loan repayers who dont cheat and the american tax payer fibe should have matched his claimed wealth a billion dollars,0.3,0
this just proves trump won in 2020,0.3,0
can anyone honestly say this situation would be the same if donald trump still identified as a democrat we all know it wouldnt,0.3,0
clear election interference and treason many people need life in prison to serve as an example that this can never be allowed to happen again,0.3,0
boy you guys are pissing american people off cant make the money on your own so you have to steal from trump,0.3,0
biden and company are too powerful for fox and trump just ask nancy,0.3,0
id like to take a moment to laugh at all trump supporters,0.3,0
hes almost catching up to you guys there at fox everyone quit lying and people would quit being such fraudulent criminalswe wouldnt be watching all this stuff maybe its time for fox to turn the corner if you all did i might watch you guys again 1 day now youre gonna put ari on jesus help us,0.3,0
america will never come together with this kind of reporting trump shouldnt even be running for president he attempted to stay in power as president and you just back him,0.3,0
whats hilarious is that the dems had the fbi pour through all of trumps business records hacked his computers and tapped his phones and in the end they had to fabricate false allegations trump is the most honest businessman you will ever find,0.2999999999999999,0
and the right still will see this as a way to make him look honest and as the second coming,0.2952380952380952,0
i cant think of a more deserving criminal lolas maga continues to chase fantasies of biden impeachment the only one who continues to lose is there cult leader lolthis is just to funny lol,0.2916666666666667,0
this is beyond ridiculous they are trying their best to ruin this man but god has a plan for trump and god will have the final say trump 2024 love from canada,0.2916666666666667,0
this is the most ridiculous case look at the resemblances on the da of all trumps cases i believe something will come up on these corrupts just like fanni willis case god is good and the truth will fall out eventually god protect president trump and his family and everyone who supports him,0.2888888888888889,0
the trump supporting company i work for have always said they must keep their books accurate because they can never take a chance of jeopardizing everything they worked for that it was smart business,0.2880952380952381,0
ny will go broke with our trump businesses and it will serve them right,0.2857142857142857,0
the business licences have not been takentypical fox hosts get your facts right,0.2857142857142857,0
remember when all you trumpers use to say lock her up well i guess all you trumpers were right but the difference is its not hilary clinton,0.2857142857142857,0
u people suck trump is a lier and he has always been a lier he lies right to his party and they dont care their orange god,0.2857142857142857,0
i have got the popcorn ready for the day that trump hires 100s of special prosecutors this is gonna be fun,0.2857142857142857,0
another gd outrage right now trump could be elected king,0.2857142857142857,0
a very big assumption that dtwould win a general election,0.2833333333333334,0
true independents are smart and unbiased they support the rule of laws and uphold democracy all others are just noise and pissed off magas pretending to be one of us,0.2821428571428571,0
trump 2024 the fact that hes still able to do business in new york lets you know that a crime was not committed let that sink in what they alleged is a crime is increasing the value of an asset in order to obtain a higher construction loan amountwhat allllllllllllll commercial real estate investors do that that is what they do all day its called loan to value its equivalent to a person taking out a second mortgage on their home and using the money to make home improvements if you dont agree with the amount the bank is willing to lean you based on their own appraisal of your property you can contest trump contested that his property was worth more the bank agreed after doing their own due diligence the property was indeed worth more therefore trump got hire loan amounts and thats a crime lmao,0.2819602272727272,0
appeal everything and i mean everything get the hell out of new york this wont stop trump hes going to win president of the usa come november every time they attack him in any way makes me more determined to get him into office,0.2809659090909091,0
unlike the maga crew i read every bit of the legal rulings indictments etc because thats how you get a real picture engoron said they are incapable of admitting the error of their ways their complete lack of contrition and remorse borders on pathological instead they adopt a see no evil hear no evil speak no evil posture that the evidence belies so how is this man fit to be president when he would not pass the civil service test he is less qualified than the bottom rung of govt positions,0.2791666666666667,0
maga losers make sure you buy those golden sneakers from your deity donald the deity needs your money more than ever,0.275,0
trump was toast long ago he hasnt won anything since 2020 popular loser,0.2749999999999999,0
1800brainwash first 3 hours free losers get free dunce cap patriots get free one way ticket to russia molested adults get free maga hat,0.2749999999999999,0
most people in business already know that the extremely wealthy have an unfair advantage ie if you are extremely wealthy more than trump apparently you can save 168 million dollars on interest payments most businesses dont have a huge profit margin maybe 20 percent is a good point for most this trail points out that the common person would have to pay an additional 168 million maybe more if you have less money the trump in interest payments effectively eating away at the profit margin so the extremely rich saves 168 million and can lower the cost of their widgets or use capitol in other ways to be more competitive while not affecting the profit margin this means the extremely rich will most likely win in a competitive business every time making the richest richer and keep the less rich in their place now government judge is stepping in to help the billion dollar finance industry keep this borderline criminal process going this should be the focus and the reason for outcry stop focusing on trump and see how the rich get rich while the rich are left with scraps,0.2729166666666666,0
president donald trump has had 287 million worth of loans forgiven since 2010 according to a new york times analysis of his tax returnsmoney that would normally count as taxable income but on which trump has managed to mostly avoid paying taxes the newspaper says27 oct 2020,0.2715909090909091,0
whine more conservatives cant wait for the impotent rage on truth social,0.2666666666666666,0
how come no one was saying the system is rigged when he won the people voted for trump and he became president no one said the system was rigged only after he lost everything is suddenly rigged and everyone is after him lol,0.2666666666666666,0
if thiis doesnt solidify everyone together id be shocked its just not rightand we all see it now good job dems you fcked yourselfs lol,0.2666666666666666,0
you maga true believers better start shoveling over more of your hard earned dollars to save america pac those lawyers and fines arent going to pay for themselves,0.2645833333333333,0
truth trump had bias from the start how is this even fair in our united states what is the courtry god bless the trumps they need our prayers not cool,0.2624999999999999,0
well trump could get a loan from taylor swift her latest australia show was the biggest in history at 96000 at an average of 300 a ticket merchandise easily 30m per show or trump can continue to scam maga for a 10c donation to his superwinningpac,0.2611111111111111,0
very poor manmore to come for sure as he continue his fight to make america great again,0.26,0
