comment,sentiment_gemini,cluster
dramatic day for two of the greatest opposition leaders in the contemporary world,0.8,0
there are lots of zeros here love it,0.8,0
wonderful news,0.8,0
karma ˈkärmə noun in hinduism and buddhism the sum of a persons actions in this and previous states of existence viewed as deciding their fate in future existences a buddha is believed to have completely purified his karma informal destiny or fate following as effect from cause theres something highly satisfying when karma strikes aint karma a bich,0.8,0
woo out of breath sorry i had to dance around my house with joy,0.8,0
why does this make me so happy,0.8,0
thank you judge,0.8,0
thats a nice day for america,0.785,0
why am i so damn happy today i used to be a grump old man,0.78,0
im so happy the delinquent must pay more and more and more,0.75,0
lets gooo pay up donny,0.75,0
hip hip hooray my only wish is that it wouldve been 355 billion,0.75,0
hahahaha couldnt have happened to a nicer guy hopefully there will be more good news coming,0.75,0
this one just might be the best news presented this year lololol we might just let putin do the collection or else jajajajaja,0.75,0
everyone has high energy on set today and we love to see it,0.75,0
stunned alina habba didnt just win this case outright,0.75,0
they are trying so hard to bring him down so he doesnt become the next president they are so afraid if he becomes president jokes on them their fear is regardless of trump for all the crimes they have committed in office they will pay,1.0,1
so much winning for trump,1.0,1
trump greatest president of all time,1.0,1
for going against the corrupted regime,1.0,1
the stable genius cant seem to stop winning,1.0,1
yesssssssssssss finally some accountability i think i just heard his head explode,1.0,1
trump 2024 maga maga maga,1.0,1
thankyou judge engoron,1.0,1
hooray keep it going congratulations to michael cohen,1.0,1
president trump is god almightys trumpet to wake us up to what is happening to america,1.0,1
trump 2024 we the people are behind trump 100,1.0,1
trump just won the presidential election by a landslide congratulations,1.0,1
god bless americas justice system today tomorrow and forever amen,1.0,1
i love that judge,1.0,1
judge engoron is a national treasure,1.0,1
justice is served with more to come,1.0,1
justice be done thank goodness,1.0,1
appeal,1.0,1
there is justice after all,1.0,1
judge engoron came through,1.0,1
appeal appeal appeal,1.0,1
justice and accountability catching up to mr fraudster i cant wait to see him in a federal prison wearing a special outfit,0.94,1
make it a billion he wont have to pay a dime his polls just doubled go trump repair the damage done,0.9,1
bunch of sickos gonna be great seeing sir trump win the election,0.9,1
donald trump please sir read my message im so sorry this radical left marksist fawny wallace has did to you and i will donate my next paycheck to your campain me and my momma cant stop crying on count of what these libertarians and their cult leader joe husain biden are doing to our savior and our country we stand back and stand by with you sir the deep slate shall not prosper,0.9,1
justice has been served to the convicted rapist criminal charges forthcoming,0.9,1
finally some justice,0.9,1
finally some justice for the american people now lock him up,0.9,1
i think this is fair he built that business dont take it from him not a trump fan though,0.875,1
appeal,0.875,1
donald j trump 2024 all the way,0.85,1
maga followers our president trump needs your support now more than ever please make you donation to the trump bailout campaign today,0.846,1
thanks for helping getting him elected,0.84,1
falling off my chair laughing truly could not happen to a nicer guy take care all its easy not to end up here dont make your tax statements do somersaults,0.8333333333333334,1
leticia james is unyielding she has kicked dullard trumps derriere again and again despite all his threat and bluster well done girl,0.8,1
i am not crying at all i cant wait until president trump walks back in the white house i have grand kids normal ones being raised not to be wimps and treat normal people people with respect but not to take any crap from anyone stand tall and strong because they are americans and were born here,0.8,1
i am palestinian and trump is my next president and the president of the world and biden and blinken are in the dustbins of history a conspiracy by bidens supporters against the best president who brought peace to the world and the history of the united states,0.8,1
im so sorry for the best president in history,0.8,1
thank you lord for bringing justice to trump god bless america,0.8,1
science fiction will become science fact escape from new york,0.8,1
trump is always honest the rest of the world lies,0.8,1
god is watching all over them doing against trump fear not mr trump there are far more angels of heaven with horses and chariots of fire with you than there are with you against you,0.8,1
its about time some justice is given out,0.8,1
justice delivered slow and sweet and americans are savoring every precious drop,0.8,1
great verdict a fair fine hopefully it will put a stop to the trumps fraudulent ways at least in the state of ny,0.8,1
hahahahhah thanks judge for fining his crooked co criminals also,0.8,1
the us seriously needs better legal guard rails against dtards this ruling was way overdue happy for it,0.8,1
john 31621 for god so loved the world that he gave his only begotten son that whoever believes in him should not perish but have everlasting life for god did not send his son into the world to condemn the world but that the world through him might be saved he who believes in him is not condemned but he who does not believe is condemned already because he has not believed in the name of the only begotten son of god and this is the condemnation that the light has come into the world and men loved darkness rather than light because their deeds were evil for everyone practicing evil hates the light and does not come to the light lest his deeds should be exposed but he who does the truth comes to the light that his deeds may be clearly seen that they have been done in god,0.792724,1
trump should give them a extra 200 milion as a tip chomp change for the god,0.75,1
no weapon formed against him will prosper and he will recover all in jesus name its all political wanting to get him not to become president but just watch what god will do the lying media will answer to god soon,0.75,1
november 5 cant get here soon enough trump 2024,0.75,1
trump will appeal this fake case and win trump will also win 2024 i bet many businesses and business owners will be bailing out of new york for free states like florida and texas,0.75,1
trumpie to prison yes finally justice,0.75,1
political witch hunt i voted biden now im voting trump dont like to see anyone hammered by crooked justice system,0.75,1
a nice verdict against the trump crime family,0.75,1
trump clearly will appeal and win dems just upset now because hes clearly going to win the election,0.75,1
the arc of the moral universe is long but it bends toward justice mlk,0.75,1
hahaha breathe hahaha the beginner of justice,0.75,1
justice for ejean carroll justice for new york justice for america,0.7236842105263158,1
