comment,sentiment_gemini,cluster
lj should be cell mates w fw justice will be served,-1.0,0
the judge is corrupt,-1.0,0
remove these corrupt judges and das they are the ones who need to be prosecuted,-1.0,0
bull sh t appeal appeal and appeal case was decided before any trial,-1.0,0
again fox news is making excuses for trumps justice troubles they have no integrity garbage outlet,-1.0,0
hell appeal and wintrump couldnt get a fair trial in nyc,-1.0,0
totally bogus case corrupt highly biased incompetent prosecutor judge and jury prime example of a completely political hatchet job what an embarrassment,-1.0,0
no jury allowed this entire case is a shame,-1.0,0
how is this judge allow to continue being so corrupted this is disgusting,-1.0,0
this judge has stepped over the line he doesnt understand real estate there were no victims this is politically based this judge just put a lot of people out of a job he needs to be voted out because he is biased once again proof of the twotier justice system its a sad day when the judges lack ethics and moral conduct the american people cannot trust the legal system we need trump in office more now than ever this time he needs to drain the swamp,-1.0,0
yet the biden crime family goes free,-1.0,0
this corrupt lying da told everyone months before the trial that she and the judge agreed that trump was guilty this scumbag judge that looks like he escaped from mad magazine didnt waste any time in convicting the president this shows just how the radical leftist democrats own the legal system any conservative especially if you like trump can be arrestedtried and imprisoned in minutes while the doj and fbi continue to protect the democrat criminals and hide evidence,-1.0,0
the judge is an orthodox rayccisst against anglosaxons,-1.0,0
will get thrown out at the supreme court,-1.0,0
this kind of harassment and crimes will start happening to a lot of republicans who oppose democrats control the courts judges,-1.0,0
treason treason criminal interference prison for them,-1.0,0
hes guilty,-1.0,0
right the entire world is corrupt courts juries witnesses police lawyers etc etc the only two honest people are trump putin,-1.0,0
disbar and remove engron and james they are criminally incompetent and should never practice law,-1.0,0
so if there were no victims who gets the,-1.0,0
the judge needs judged tried and convicted,-1.0,0
she went after him because he is guilty guilty guilty get it yet,-1.0,0
never survive the appeals process,-1.0,0
its no surprise because hes guilty,-1.0,0
some never before heard of judge coming up warbitrary costs for fines and make believe felonies for those who he no likey tell the story of just how corrupt that jagoff whis little mallet and the ny and dc judiciary are,-1.0,0
this justice system is so corrupt its laughable,-1.0,0
itch going down and that judge all have gone down and not succeeded,-1.0,0
this is a total lie corrupt judge,-1.0,0
is it going after trump for no reason and theyre taking his money why are they letting him do it why are they letting him do it why why why why why why i want to know why and theres a lot of people know what lichita james is doing is not right and what the judge did to donald j trump,-1.0,0
this case is a total joke the judge and ag should be disbarred for life,-1.0,0
put the darn judge in jail,-1.0,0
this judge is a crook bought and paid for by brandon he was found guilty before trial there is no justice,-1.0,0
the judges and courts are off their bloody heads in the usa no victims appeal appeal appeal,-1.0,0
off to the appeals courts we goand then i guess the us supreme courtid spend every dime of that money in defense before i gave one cent to ny,-1.0,0
what the f__kthe judge is lostto the two tier justice systems,-1.0,0
miscarriage of justice,-1.0,0
erdogon should be thrown off the bench of this kangaroo court,-1.0,0
this judge should step down cause of abusing his power the judge is nothing but a big joke,-1.0,0
someone needs to arrest judge enrogan and leticia james put them in prison for treason,-1.0,0
so as there were no victims no one but the state filed a complaint against them that the judge ruled that they were guilty before before the trial it seems like new york is using the court to steal millions of dollars from trump,-1.0,0
disbar the judge and put him in prison,-1.0,0
trump has a very extensive list of convictions trying to claim hes a victim is ridiculous,-1.0,0
total sham lost before the trial started so said the judge,-1.0,0
guilty again and again and again,-1.0,0
only criminal here is the government crooked courts,-1.0,0
he should be removed from the courts and him and that lawyer should be banned from law for life,-1.0,0
engronon is not a judge hes a crooked criminal,-1.0,0
all this does is prove that the judge is corrupt i wonder how much his family will receive in kickbacks,-1.0,0
the criminality in our judicial system is sickening criminal sob posing as judges and court officers,-1.0,0
that judge should be run out of the country,-1.0,0
corrupt dei judge,-1.0,0
whut petic justice n thz presidents day wkend,-1.0,0
what a load of bs and a disgrace to justice systems in america,-1.0,0
democrat thugs shaking their political opponents what has happened to our consitution and our legal system this sets a very bad precedence,-1.0,0
criminals are running the justice system,-1.0,0
this is a judicial travesty,-1.0,0
this is so corrupt its ridiculous civil or not this is about bankrupting him and ruining his life james is a disgrace to humans,-1.0,0
found liable by a trumphating liberal socialist denizen of the compromised bench,-1.0,0
that judge should be thrown in jail himself,-1.0,0
this judge definitely jerks off to his own photo on the chair in gown sick bastard,-1.0,0
there will be justice in the afterlife,-1.0,0
since there are no victims who gets the judgement,-1.0,0
this so called judge already made up his mind before the trial even started judges like this should be removed by force if needed,-1.0,0
disgusting liberal judge probably paid off,-1.0,0
just another example of democratic corruption how does the judge decide the case before it starts sickening no jury does not allow evidence to be shown that would exonerate trump so many crooked decisions completely corrupt,-1.0,0
this is a communist court,-1.0,0
if i were donald trump i would tell letitia james the judge to go straight to hell and not pay them 1 dime,-1.0,0
the judge should be fired,-1.0,0
the corrupt deep state is bent on destroying trump arrest the judge,-1.0,0
stop trump family inc has tied up many in court over the years now it is their turn no pony up and donate,-1.0,0
you can bet that perv judges bank account will skyrocket if president trump has to pay this extortion,-1.0,0
this will all be locked up in appeals for decades trumps family will pay nothing ever,-1.0,0
you uneducated trumptards should pay his bill,-0.704,1
for goodness sake new zealanders and consider him a criminal a friend of communist leaders 818 you only need to listen to him speak at his rallies he never has anything of substance to say he is not intelligent or honest enough to hold office put him to sleep and focus on things that matter fix your gun laws america,-0.7093,1
why dont the democrats just give trump the money he needs to pay the legal fees using america tax payers money i mean they just give it all away anyways to these other countries all i can say is that whoever come up with making trump pay out such a ridiculous amount of money can described in one word crook,-0.72,1
shame on the democrats for using lawfare against their adversaries shame shame,-0.7240000450610352,1
this is just another we got him this time moment if the democrat corruption isnt obvious by now then you are blind if he had never mentioned running for president i doubt any of these charges would have been filed against him their goal is to bankrupt him and keep him out of the white house funny ive not heard one republican complain about his business practices,-0.735,1
honestlywho cares what a network that had to pay 800 million dollars for lying about the 2020 election has to say i mean really i cant wait for the criminal trails to start,-0.7361,1
i hope all independent voters can see what they are doing here if this stands our country is gone,-0.747,1
my unbiased assessment of the republican party and rupert murdochs communist propaganda machine fox news as it stands today we know that progress on the border was being held up by one person donald trump lies about crime is just that its fox news attempt to criticize our country and our cities overall crime is trending down has been for years and so isnt inflation basically the house republicans are the party of impeachment insurrection and illegitimate investigations nothing more nothing less they have accomplished nothing substantive to show for the american people whats worse than this is wealthy billionaires and toxic special interest groups have corrupted our supreme court most of our supreme court justices are justices are completely ethically and morally bankrupt,-0.75,1
its clear that trump needs to stop breaking the law republicans have lost their minds supporting this criminal,-0.75,1
trump is running on rounding up his opponents and sticking them in prison using the military to attack those who protest against him and youre worried about a district attorney promising to prosecute criminals hes always been a criminal he just had the money to fight it,-0.75,1
really shocking how political this appears to be nothing more shocking than the fox outright lies and how bad education system is so that many believe outright fabrication eg it was trump that valued mar a lago at 18m to escape taxes and him who insisted it wasnt and couldnt be a residential development do fox lie about the time date too,-0.75,1
trump is the victim here,-0.75,1
this is a shame and i am ashamed that this is going on in the united stated of americasad days,-0.75,1
the world is laughing at the state of justice in america this kind of stuff is expected in 3 rd world dictatorships,-0.75,1
im british not a great fan of trump but this and other trials are politically motivated democrat show trials almost rivalling stuff you see in russia etc,-0.75,1
_the leader of the repuke gop party how pathetic_,-0.75,1
this country is being taken over by socialist communist i pray that jesus christ gets here a lot sooner,-0.75,1
trump and fox are imploding right before our eyes trump loses in politics and in court over and over fox continues to back him even after shelling out 780 million to dominion because of their stolen election lies admitted to under oath by tucker and sean the biden impeachment boondoggle blows up in their face today and on and on youd think theyd learn,-0.75,1
so what are the american people going to do about this travesty i expect nothing at all,-0.75,1
appears to be political give me a break how much more pathetic can things possibly get the world is watching and is completely stunned how this can happen in america,-0.75,1
the democratic party has become a big woke robin hood clan by what evidence is trump being charged evidence hidden from public eyes i presume,-0.75,1
trump dumpster fire hes a waste of time really,-0.75,1
maybe thats why putin wants biden for president no one in the world will listen to these two criminals the world will only listen to biden,-0.75,1
what a crock you can break our prez trump and hell still win bunch of hyenas after him drooling all the way,-0.75,1
i always thought that ari fleisher scraped the bottom of the barrel when he carried ws water but verbally fellating donald trump apparently opened up a whole new layer of muck and scum on the underside of that barrel that none of us knew about,-0.75,1
trump mentally traumatized withdrawal,-0.75,1
maybe the rep need to cut their loss or loose everything boarder new election or stay with the rapiest,-0.75,1
democrats getting excited over something thats gonna get appealed is hilarious and shows their intelligence,-0.75,1
trumps defense was they shouldnt have taken him at his word trump supporters only believe trumpright,-0.75,1
draft dodging donald trump cant stop and wont stop winning,-0.75,1
