comment,sentiment_gemini,cluster
you go judge i love that judge he do his job and he do it right trump got just what he needed to get a judge who is not afraid to do his job every one else is so afraid of trump now what trump ha ha tell the people who love you so much to pay your bill pay up trump god do not like ugly,0.5,0
i was considering desantis until they started this with trump now i will vote for trump even if he is convicted the more they do the more it makes me want to vote for him even if i have to write his name in,0.5,0
trump needs to win and put all those against him in jail jail will be quite full of liberals,0.5,0
so thats what a w looks like judge engoron is the model for looks and actions,0.5,0
good for him thank god the justice system still works,0.5,0
great news this criminal is getting justice i am sure the call for donations will go out after this,0.5,0
appeal,0.5,0
thank god he can appeal trump 2024,0.5,0
i think it was a witch trial on trump fight it mr president trump we will back you,0.5,0
good to see the trump crime organization is being punished finally,0.5,0
good day for justice very slim chaion apeal,0.5,0
a few years ago i remember maga saying trump was untouchable sweet sweet justice,0.477,0
he will appeal and win hes just proving the courts dont follow the constitution and violate the peoples rights for profit,0.45,0
i hope when it all comes to light and it will president trump can sue all who have attacked him remove the two tier justice system,0.4296875,0
this is what happens when someone hires an attorney based on looks and not skill but he hires the best people,0.4,0
finally the trump organization is being held accountable no one is above the law next case please,0.4,0
once he is our president again he should charge the dems for this amount and put the judge to jail and nov elections should be last in the great us of a,0.4,0
the trump case was a sham from the start does trump have faults yes as do we all his only fault here is he is a republican trump for president,0.39,0
trump will appeal,0.381,0
a civil case that was not filed by a victim it was filed by a activist da the actual business trump was doing business with admitted that trump was a good customer and they looked forward to working with him in the future that is not how a civil court is supposed to work guilty of being a republican should not be a civil violation when trump wins the election hopefully he will bring the legal system back to actually enforcing the law equally and appropriately,0.33,0
appeal,0.3,0
dont worry the higher courts will reverse this and justice will prevail in the end,0.3,0
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.3,0
appeal will be in order reversal result no doubt,0.3,0
this didnt disqualify trump from running or put him in jail well theres another loss for the democrats,0.3,0
whos the victim the loan was repaid,0.3,0
appeal on way,0.3,0
excellent news a sexual abuser and fraudster getting more comeuppance on to the next trial,0.28125,0
this judge has some balls half of america would love him to and knowing how people are i feel sorry for him as he will probably be watching his back for a long time,0.28,0
so much winning he hires the best lawyers,0.275,0
can this go to the supreme court,0.25,0
hell win on appeal,0.25,0
good and outdoors to right by the laws and by the law,0.25,0
if the da had a vendetta against me i bet they could find me guilty of something illegal too but they dont because they dont hate me they hate trump and just picked around until they found something disgusting,0.25,0
ny criminals forced to do their crimes in florida instead have fun desantis,0.25,0
anything that provides evidence or implies the judge showed prejudice prior to all socalled evidence being put forward shows the judge was prejudiced everything from that point implies the rest of that system is at least due to investigation dont think there wont be appeals requested or approved,-0.22,0
trump gets in then pardon,-0.24,0
no faith in our injustice system this is a disgusting weaponization of the courts for political gain gross gross gross all this spiteful politically driven litigation is just going to backfire as they turn him into a martyr,-0.244,0
there is no proof that oj did anything wrong there is evidence that the police lied and planted evidence,-0.25,0
i believe the judge is very suspicious i hear what comes around goes around,-0.25,0
the more hes proven liable or guilty the more i want to vote for him he wouldnt even be getting exposed if it wasnt for the fact hes trying to be president again yup sounds weird either way,-0.25,0
if he becomes president i feel sorry for all these judges,-0.25,0
from the same people who claim the liberals need to respect the rule of law dont follow it or respect it when its their own,-0.25,0
been breakin laws like billy the kid since forever fine but dont get all butthurt when he goes to prison billy the kid had fans too he robbed and killed and a guy made money writing stories that made him seem ok like one of us,-0.25,0
why arent they telling us what law he broke,-0.25,0
unbelievable james said on camera that the judge found trump guilty before the trial even started how the hell does that work if they can do something to someone as wealthy as trump imagine what theyll do to the rest of us peasants and deplorables so frightening that you can be guilty of something without a victim you have to ask again what are they afraid of,-0.25,0
i got a chart to keep all donnys cases and status now it was getting hard to keep track of all his legal difficulties for somebody thats a stable genius he sure makes alot of mess for himself,-0.25,0
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.25,0
i wouldnt worry too much about all these cases in blue states being lost it might take time but trump will also loose the case down in florida even with corrupt judge cannon ruling over the case,-0.25,0
supreme court has to once again step inthere is no guilt at all supreme will certainly know that plus how many are they putting out of work,-0.25,0
the judge is a fool and the ag is a marxist trump will win his appeal and the presidency in 2024,-0.25,0
we stand with the law but only when it works in our favor,-0.25,0
baggs needs to fouse on ny crimes,-0.27,0
i do believe that the verdict maybe good for ceos i say this because at that level you become your companies policy its too many lawyers making billions of dollars over the course of the last however many years because of some ceos moral dilemmas and not wanting to take accountability of their actions due too thats how you get these ceos stealing all the cash from these giants that have locked out the family of the man who built it after heshethey passed away once the owner passes the ceo is the devil capitalism the money should go back into the company to improve the hourly rate from bottom to top as punishment this has nothing to do with nothing but just a positive opinion,-0.298,0
are you still wondering why they didnt want a jury,-0.3,0
ouch breaking news fbiinformant alexander smirnov arrested for lying about joe and hunter bidens ties to burisma,-0.3,0
how corrupt is this so how could a normal person get a fair trial,-0.3,0
trial or not d trump is a disgrace to the usa,-0.3,0
id win the appeal then take all of mine and anyone who listen out of that hole,-0.3,0
so is the justice system broken,-0.3,0
that judge and attorney general needs to be removed and disbarred this is such a miscarriage of justice,-0.3,0
all the people in the comments calling this a witch hunt remember trump himself said that he did what he was accused of his defence was everyone does it and no one got hurt the judge was just there to confirm to trump that thats not how the law works so dont blame this on partisanship listen to trump,-0.3,0
the thing all the cases have in common is donald trump is a criminal,-0.3,0
follow the lefty money trail back to all these judgesguaranteed,-0.3,0
if the judge decided the case before hearing it wouldnt that be judicial misconduct or at the least grounds for apeal,-0.3,0
all of the banks and real estate companies refused to say they were victims and that they were paid back in full with interest and that they would want to do business with him again yet they still find him liable yeah the appeals court needs to overturn this ridiculous judgement,-0.3,0
these reporters dont understand the law or they dont want to understand the law if one go 100 miles in a 60 zone but nobody complain does that make it legal you have something called ill gotten gain in this case,-0.3,0
would be nice to see him overturn this on appeal then clean up shop and move every penny of his business into new corporations in another state a red state out of pure spite,-0.3,0
the judge fined trump not letitia james,-0.3,0
next trial up is criminal bingo keep the thoughts and prayers coming,-0.3,0
what a crock im sure he will appeal because he should not have to pay that,-0.3,0
the world is laughing at the usa for weaponizing justice system,-0.3,0
the judge already commented trump way before he was in court for this civil case,-0.3,0
should be the last thing to interfere with someones business from those that never operated a lemonade stand and politially biased,-0.3,0
he will appeal this ridiculous charge,-0.3,0
ag james was promised the governors seat if she goes after trump the fact that these lawsuits were tried in nyc is evidence that the whole thing was rigged nyc hates trump so he was never given a jury of his peers,-0.3,0
nobody cares what you guys think trumps a criminal and hes going down,-0.3,0
710 their court of appeal is actually above their state supreme court maybe not this is s civil case the us supreme court rarely issues a writ of certiorari unless the case involves some important legal question a significant constitutional issue or conflicts among lower courts none of those conditions exist in this case,-0.305,0
clintons and blumburgs are the next to be fleeced by crooked courts judges and juries except these will be republican judges juries and courts anyone rich is now vulnerable to these terrible democrats who lie cheat and steal from us at will as these people have no souls,-0.308,0
so the same justice that applies to everyone else is applied to that orange moron and his magats cry fck off you pack of clowns what do you want hes a criminal and he will be going to jail and rightly so i blame fox for even putting him in the whitehouse the endless propaganda spewing out like sewage indoctrinated the feeble minded and created 70 million trumptardsfox and its owners executives presenter will be rounded up in due course,-0.317,0
he should sue them for that amount the judge and latisha,-0.324,0
trump didnt get away with this one the judge called him pathalogical of course maga militants will claim hes innocent lol,-0.3274,0
this is heartbreaking im speaking with strong faith that this boomerang back to each person involved in this injustice which includes any and all persons in the whitehouse god is the final judge watch them all fall including the media,-0.3333333333333333,0
it was a sham and will be appealed nobody lost a cent bank testimony was all enthusiastic about their dealings and they profited greatly,-0.3333333333333333,0
trump going down in flames yahoo justice has just begun tobe served,-0.336,0
why is the legal system illegal when the verdict is rendered against you by a jury of your peers its amazing none of you see his con he should be held accountable democracy over theocracy vote blue,-0.35,0
we should file a law suit on her leticia james for vicious malicious prosecution,-0.35,0
the only crime is the wok prosecutor and judge,-0.35,0
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.35,0
foxnews thinking if nobody complains its not a crime what in the ever living fuq kind of logic is that abortion jumps out to me js,-0.35,0
its funny all these whiners complaining about trump who idolizing putin is so good to see you maga dont like democracy or our justice systems he was found guilty and you dont like it pity lets see if he can come up with money to appeal,-0.379,0
big strong judges with tears in their eyes come up to me and say sir heres your guilty verdict you owe us 354 million the irony wants nato to pay their bills but he doesnt,-0.38,0
the republican defense of a criminal crime family continues,-0.38,0
just another fixed trial against a political opponent of joe biden election interference,-0.4,0
seems excessive justice under law,-0.4,0
so who exactly gets that 364 million tishy the crazy leftwing judge asking for a friend,-0.4,0
i worked for a federal appellate judge and this verdict will be overturned on procedural grounds the judge in the case had decided that trump was guilty before trump presented any evidence the judge i worked for told me many many times that a court will dispose of a case on procedural grounds without touching the issue whenever possible theres no doubt that procedures were not followed,-0.4,0
91 indictments and just 1 sends him to prison for at keast 57 years hes gonna die in prison eating ramane noodles and i love it,-0.4,0
take it to a higher court,-0.4,0
holy guacamole that judge took a big on trumps head,-0.4,0
america people need to sue them for their corrupt cases,-0.4,0
this will be overturned,-0.4,0
sue the judge for undervaluing maralago,-0.4,0
what a load of crap funny what the biden crime family gets to do and nothing happens to them what about clinton,-0.4,0
this judge needs to enter the circus why the media takes this nonsense seriously is beyond me,-0.4,0
364m for what can any judge just do that,-0.4,0
if i was the judge i punished mister trump much more i would say double much because its bad what trump or his compagny did yesterday mister trump said there are a lot of sick people in america and mister trump is one of them,-0.4,0
the ridiculousness of this decision was like he was in family court it just doesnt make any sense at all,-0.4,0
keep appealing and pay nothing,-0.4,0
leave ny bring business to florida and sue that corrupt judge,-0.4,0
no one is above the law except when biden is accused of a crime iidiots,-0.4,0
how is that legal latisha james threatening trump,-0.4,0
he wasnt charged criminally over this because its not a thing it is however criminal that this prosecutor and judge are acting in ways contrary to their city and state and to the rule of law its clearly not based on facts and certainly will be soundly rejected on appeal,-0.4,0
clown court is finally closed get this reversed and then add the clowns to the lawsuits,-0.4,0
trump will never pay that it will be dismissed on appeal and there are hundreds of reasons it will be dismissed that judge and leticia should both be disbarred,-0.4,0
is the man guilty or not well is he and lj saying im going to prosecute 45 fails in comparison to chants all over the country about locking up hclinton fox has the nerve to replay lj 45 has repeatedly broken the law what about the constitution bring facts not just opinions please not just whining about unfairness as if we are dealing with a childlike mindset,-0.4,0
trumps accounting firm fired him because his numbers were not reliable or variable but its the prosecutors or judges fault he was found guilty by his peers smh,-0.4,0
they dont get it the more they try to punish him the more powerful they make him,-0.4,0
absolutely no victim of victimless law so who was the complaintant,-0.4,0
appealed will be out the news cycle by next week,-0.4,0
he broke the law there absolutely are victims im glad today yall are making sooo many excuses for the guy the judge ruled on the financial disclaimer and it wasnt legally enforceable,-0.4,0
people dont like seeing the judicial system used as a cudgel,-0.4,0
total bs this judge found trump guilty before a trial or evidence the trial was a technicality despite no victim hes throwing the book at the trumpfamily this is all political appeal what a miscarriage of justice this cant stand not in this country this doesnt just rally his base it shows independents some democrats with common sense the political witch hunt going on against him personally if he is found guilty of anything im not believing it jury or judge still voting trump2024,-0.404,0
alexander smirnov comers big witness found guilty of lying,-0.4117647058823529,0
hes been ripping people off not paying taxes filing bankruptcies since daddy gave him his wealth its about time the only thing the judge shouldve done different was to ban the trumps from doing any business in the entire country for the rest of time but when youre in jail he only needs a few bucks for candy anyway its a good day,-0.422666667,0
this will lose on appeal sadly he will have to pay a bond for what he owes though,-0.43,0
trump sure does like committing crimes,-0.436,0
im curious as to why republicans have a problem with someone being found guilty of a crime that was committed i thought the right was all about law and order or does that only apply to people they dont like,-0.44,0
because you cant turn s into chocolate cake the mans guilty,-0.4404,0
lets not forget how james said on video that the judge declared trump guilty before the trial even began im sure everything was fair though,-0.4472,0
corrupt ny court l james is as bad as fani willis real president trump needs to appeal,-0.45,0
a bunch as judgefinds trump liable be fore case beginstheir try to run n get rump out of elections make james show all her stuff this is bsny needs to take standits youll jobs,-0.455,0
how does a judge think they can ban a citizen of the united states from making a living we need to reign in the court system including judges and corrupt prosecutors if trump wasnt such a good citizen he would simply sell his buildings to foreign interests as a big f u,-0.4667,0
so the judge who said trump is guilty before the trial started found him guilty well color me surprised,-0.46875,0
there is no victimthis bs will be over turnedif not tighten your belt for the new real election,-0.471,0
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people soberminded work,-0.478,0
sigh more injustice hope the appeal goes well im honestly getting tired of all this political bs,-0.47826087,0
they found him guilty the first day and this is a sad day for americans,-0.4785,0
just for the fox news viewers who dont get the full information trump struggled to hire good lawyers because the best dont want to work for him and the legal representative in this case forgot to tick the box for a jury trial this is why this had no jury and just a judge idiotic representation trumps fans can pay all the legal fees in the world but he has a real issue attracting genuinly talented and experienced professionals,-0.48,0
trump can tell this insanely crooked court where to shove it,-0.4857,0
he will not have to pay a dime conviction on hearsay please,-0.4900947276552634,0
they have totally undermined the concept of justice in the american courts thats the takeaway trump wont have to pay a penny but the courts are dead trump won again,-0.498,0
the key to this trial is that the presiding judge decided the outcome before the trial ever convened,-0.5,0
the courts are getting more ruthless,-0.5,0
how totally unjust these ag das are out of control and it need to be removed,-0.5,0
the lawyer on this clips presents arguments are completely fallacious new york is a purple state but the gop isnt smart enough to do background checks on its membership and has lost the trust of people there,-0.5,0
massive political corruption i pray there is justice,-0.5,0
all you people calling this judgement lame were you in the court room did you hear the evidence,-0.5,0
the court knows nothing unless it rules how we want social media comments know better,-0.5,0
this is sickening the ny courts are a joke,-0.5,0
one question and only one what would these people be saying if this was biden who was charged and found guilty would there be as much anger and outrage,-0.5,0
why arent the real criminal biden sgetting v justice,-0.5,0
who gets the 364000000 the banks were all paid back in full they are the only potential victims and they dont claim to be victims at all it was a crime without a victim and a trial without a jury so who gets the money,-0.5,0
appeal and countersue profit,-0.5,0
when i have jury duty they ask u if u have any negative feelings about the case or anything that can hinder your judgment but when letifa james says she will attack and go after trump how is that ok for a attorney to do that or whatever she is this is a disgrace,-0.5,0
im starting to think trump needs a better attorney this is going on too long,-0.5,0
this is not american justice,-0.5,0
if there are no facts there is no crime thats the american way,-0.5,0
this is bs latita is evil and just doesnt like trump and has been going after him almost like a vendetta a personal matter a major case of injustice has been performed today,-0.5,0
prejudicial expression of a personal vendetta by james but on whose behalf an aggrieved party,-0.5,0
the judge in this case is nothing more than a political pundit he should be ashamed to wear the robe,-0.5,0
its ironic that the criminal and fraudster keeps tearing down our institutions judges fbi doj anyone who wont break the law for him,-0.5,0
does the eighth amendment mean nothing anymore,-0.5,0
oh really ari it has to be a blue countys fault hoe about hes guilty,-0.5,0
all the shaniquas and leroys and their sham cases may karma get them,-0.5,0
trump needs some new lawyers he loses every case hes faced so far how can that be,-0.5,0
time to appeal again what a bunch of crap,-0.5,0
many many thanks to the brave judges hard working people are poor and trump is rich trump is not rich because of honest work all lies and corruption our money is in the pockets of trump take it back justice for the honest people of america many many thanks to the brave judges great people honest people,-0.5,0
even if he wins in court he still looses in the bank they will bleed him dry in legal fees and that may be the entire objective,-0.5,0
lame what about all the liable against him,-0.5,0
poor corruption i assume that this will go to appeal and get overturned by a higher court i hope that trump can in return this ag and judge can by prosecuted for using the legal system to persecute trump his family and business,-0.5,0
when do trumps criminal trials start if trump cant afford a lawyer after this the court will appoint one who is almost as incompetent as the ones he has now,-0.5,0
he had to expect this after all its nyc justice,-0.5,0
ha great fox take as alwaysits all just unfair nastiness definitely not because the orange toddler is a scam artist the onair mental gymnastics to spin these verdicts is hysterical,-0.5,0
will simply be overturned in the us supreme court,-0.5,0
leticia james running for office saying she will get trump has no bearing on the facts of the case the evidence does not produce itself she did not invent evidence she collected it and her collection was so good and by good i mean valid that trumps expensive legal team had no logical evidence to defend him he barked about a witch hunt because he already knew he was going to lose just as he barked about election interference months before the election even happened your love for trump cant change the facts of the case,-0.5,0
she campaigned on suing him because everyone knows hes a crook and we all want him held accountable,-0.5,0
this is hosw it will be for trump every time he gets in front of a socialist judge how did the judge come up with that figure,-0.5,0
my question is pay his money to who the victim the banks made money the loans in question were paid back this entire ordeal is a complete sham,-0.5,0
what part of he was already found liable already do you people not understand this is a result from that guilty verdict,-0.5,0
election interferance and theft he should sue them for deformation,-0.5,0
thats gonna be appealed and its gonna go all the way up to the supreme court,-0.5,0
pathetic judge,-0.5,0
how can a case be one without the prosecution that is only for donald trump this country is its going to become woke and there is going to be civil unrest like you have never seen,-0.5,0
djt will not pay a dime and this case will be reversed on appeal zero percent chance that this ruling holds,-0.5,0
we want all the people involved prosecuting trump investigated on this sham aiof a joke case against trump,-0.5,0
we knew it was rigged the appeals court will overturn it as the judge was compromised from the start,-0.5,0
his books did him in youre running a business and your books is full of corruption well thats a quick way to get yourself standing in front of a judge plain and simple,-0.5,0
got only half of what he deserves for his crimes lock him up,-0.5,0
no one is above the law unless you are unfit to stand trial lesko brandon,-0.5,0
this needs to go to the court of appeals,-0.5,0
criminal trump family got to pay for their crimes like any other american trump family is not above the law period,-0.5,0
in new york you are guilty when latis says you are guilty,-0.5,0
the fall of the house of trump is finally on its deserved way prison is on its way pity alcatraz is not open,-0.5,0
they and he broke the law the laws were not put in place to persecute them the law is the law so its pretty ironic to be shouting he didnt break the law its everyone elses faukt for going after him for breaking thr law please give me a break,-0.5,0
amazing how fast these verdicts come in on trump and son but hunters stuff still dragging out,-0.5,0
he will end up not paying a dime f that judge,-0.5,0
corrupt legal system no banks filed charges against him,-0.5,0
talk about dictatorship he cant do business in new york trump is new york insanity at its best this judge needs to be disbarred for life,-0.5,0
donny hires the best people especially attorneys based on looks,-0.5,0
the only criminals are the left wing da and judges,-0.5,0
mr trump is being unlawfullý demonised and the justice sytsm is political and corrupted democrats are so desperate,-0.5,0
trump has been doing crimes before during and after his presidency if you do the crime do the time pay the fine,-0.5,0
this judgement just proves the biden doj can be just as corrupt as russia ironically alexei navalny died in a russian gulag because he opposed putin there has never been a civil judgement in a real estate case like this before donald trump before letitia james ever took office she claimed she would get trump no one really took her seriously because she was a gutter creature from the bronx with a special needs iq no one thought the doj would become this partisan,-0.5,0
law and order stinky trump is not above the law he keep losing thats humiliating at its finest,-0.5,0
trump is being bulliedits a sham trial,-0.5,0
what happened to being guaranteed a fair trial and wheres the jury there is no way trump got a fair trial this judge had trump guilty before any trial began its as unconstitutional as it gets,-0.5,0
wow hed have to sell a third of maralago to pay for that judge numpty,-0.5,0
yall literally talking about everything other than the actually contents of the case cuz its indefensible,-0.5,0
this is absolutely disgusting the only criminals in this case are the judge and the prosecutor,-0.5,0
guilty nothing new thats how hes always done business,-0.5,0
it will get overturned,-0.5,0
the verdict and sentence was predetermined by an extremely biased judge the moment he said to trump that he already lost and before the trial even started,-0.5,0
what exactly is donald trump guilty of i just cannot believe the terrible state of things in our court systems of today not only in america but throughout our worlds democracies the mentally unstable are really running the show today and new york and surrounding areas have obviously drank from the cup of evil as have many other head officials in cities throughout our world money really is the root of all evil and the people trying to stop donald trump from becoming the 47th president of the united states of america are definitely pawns of the devil,-0.5,0
when our justice system is this corrupt we have no right to criticize other countries like russia and therefore there is no need to feel any bad for what happened to navalny,-0.5,0
he did his crimes in blue counties if anyone one of us did it we would have went to jail and landed in bankruptcy court no one is above the law,-0.5,0
i am discussed with the da and judge dam i am voting for him,-0.5,0
trump his a criminal he need go to jail,-0.5,0
and soon biden will be out and we can start to see him in courts around the country oh wait hes already been deemed a senile old man,-0.5,0
it will get overturned,-0.5,0
good riddance next sentence is prison hopefully,-0.5,0
you know that dt has trusted people who can step in and run it this is so unjust,-0.5,0
why is an innocent man losing so many cases,-0.5,0
there are no victims all loans were repaid the supposed victim banks testified in defense of trump and the judge orders trump to pay 364 million,-0.5,0
the judge needs 2 b disbarred along with da not one person complained of the business deals they entered into have u ever seen a case where the judge issued a ruling b 4 the trial absolute bs,-0.5,0
now dont look so unhappy just give him a spot tonight on one of your shows so he can con your maga watchers for some donations for his appeal because thats a lot of cm fox news help this imbecile his got the judges fist pretty deep without lubricants,-0.5,0
it is way past time to remove these fake judges and das as they are the most corrupt criminals in our county justice must be served by the citizens with extreme prejudice against these traitors and tyrants,-0.5,0
when you commit crimes you pay the price like it or not,-0.5,0
so trump takes an upper cut from the democrat controlled courts when are the corrupt democrats going to get their fair share of upper cuts or are they immune to prosercution,-0.5,0
overturned on appeal,-0.5,0
the one thing the cases all have in common is the criminal activity,-0.5,0
how is it a liable case who did he defraud,-0.5,0
judge author must be stroking a stroke out what a sham,-0.5,0
soon to be overturned on appeal,-0.5,0
this judge is going to look stupid in appeals court,-0.5,0
guilty,-0.5,0
well deserved he is a criminal,-0.5,0
im starting to think prosecutors are biased against criminals,-0.5,0
this is just more of the ridiculous get trump show the people need to say no to democrats abusing our legal system to shut down political opposition,-0.5,0
the bank never asked for thisits just a political payback i hope in time he get his own paybackthe blue judge from the first day found him guilty,-0.5,0
who was the victim again,-0.5,0
the judge and the ag needs to be put on trial this is ny unjust justice,-0.5,0
it will be appealed and reversed this was the expected outcome when the judge had already made his mind up before the case even started another sham case that will be rectified in a higher court,-0.5,0
leticia james and fani willis have in common the fact that they are both crooked black and would never have achieved their present positions only because of affirmative action typical unqualified rancid little cts these types of appointees are costing america billions in damages,-0.5,0
politics is the ultimate corruption of a legal judgement and system,-0.5,0
well what will the next round of politically motivated crap be against trump never seen so much election interference in my life so tired of the one sided justice system,-0.5,0
who gets all this there are no victims,-0.5,0
appeal time then time to indict james and that judge for election interference,-0.5,0
this decision coming on a day where there is news of navalnys passing is amazing timing the behavior of dems is the same as the behavior of putin this has to he overturned on appeal it is purely political there is literally no crime here,-0.523,0
amazingly trump never argued he didnt commit the crimes he only argued that he shouldnt be prosecuted he was fined almost as much as fox entertainment,-0.55,0
this crap will help trump win the electionit should have been a billion lolsupreme court will save trump from these losers,-0.56,0
you know how appeals go they will stick with the judgement,-0.57,0
this is no surprise liberal judges will continue to crucify trump he will win on appeal but in the meantime they are making his life miserable thats okay the more the libs crucify him the more popular he becomes,-0.574,0
so this da letitia james and judge ergoron are going to be really busy prosecuting all the other businesses in new york who did the same thing then drumming them out of new york until no businesses are left if this does not happen then it should be clear to all even the deaf dumb and blind that this case was politically motivated,-0.578,0
the people on ny should be furious at this this is what your states justice system cares about not cleaning up the city and the crime,-0.6,0
now if we could just get him for stealing secrets and fomenting a coup justice is coming for the one man crime wave,-0.6,0
can you say corrupt legal system can you say fabricated charges can you say election interference by the communist democratic party,-0.6,0
i guess every criminal record person is a 100 guarantee qualified to be running for the president of the united states without approval of records check,-0.6,0
this is why i am voting for former president trump this was a hung judge predeliberation and it demonstrate how unambiguously vice and corrupt the new york court system is,-0.6,0
trump is being prosecuted because he broke the law as a drug dealer out on bail i was really rooting for him now ill have to run for office its a long shot but its all i have left,-0.6,0
