comment,sentiment_textblob,cluster
judge engron aka eric charles banegas fannie willis aka dianna bailey steve aka sex trafficking slob mother are you guys still winning colluded together so they could collect from my trust fund slobs te ll them gow you lied on my death certificare so you could keep collecting on my trust fund,0.5,0
the winning just doesnt stop,0.5,0
meanwhile our boy hunter briben sells _paintings_ 3x to 5x more than a picasso we see you lets go briben,0.5,0
lol lil lord fauntleroy will soon be the man in the box in his cellys haha karma fool,0.5,0
don jr wont be able to afford 8 balls,0.5,0
so much winning,0.5,0
i love this country,0.5,0
the orange ahole may have to sell more classified secrets,0.5,0
love this for him,0.5,0
love it,0.5,0
all this winning,0.5,0
i feel that americas getting greater again,0.5,0
republicans are we still winning,0.5,0
hey this oughta drum up some more votes,0.5,0
love it,0.5,0
i love it when a plan comes together,0.5,0
this could not have happened to a better person,0.5,0
hilarious,0.5,0
beezelbub lord of flies substance abuse violence based city state community people that need more and more abortion have the hunger of the beezelbub kingdom of philistine,0.5,0
gonna be raining ketchup at maralago tonight couldnt happen to a better pos,0.5,0
hallelujah now tell the da to go after more of these over entitled cheaters,0.5,0
his sons should follow to jl all quite hes now all this winning feb 2024,0.5,0
so much winning i cant believe how much winning has gone on since 2016,0.5,0
i would have added something even more to the award mandatory castration,0.5,0
plus interest since 2019 sure hope he controls his bp thats a lot of stress,0.5,0
355 thats the magic number yes it is thats the magic number,0.5,0
so much winning,0.5,0
there are lots of zeros here love it,0.5,0
fanfuckingtastic hows all that winning going for you dumpster fire shitler,0.5,0
the stable genius cant seem to stop winning,0.5,0
so much winning ahahahahhaa,0.5,0
how many ls does cheeto jeebus have to rack up before his followers wake up from the orange fog this is not a witch hunt it is just karma for a life of cheating,0.5,0
so much winning,0.5,0
hahahaha couldnt have happened to a nicer guy hopefully there will be more good news coming,0.4666666666666666,0
zelenskys passion of bonding with people thru comedy and songs has led him to this most important role for ukrainians and for a better world for goodness sake now is the time to stop tyrants striving for a dystopian world,0.4666666666666666,0
oh happy dayyay this is so deserving of such a con man,0.4666666666666666,0
why am i so damn happy today i used to be a grump old man,0.45,0
wow its a great day party time,0.45,0
ok genius hows that diaper now filled up yet,0.45,0
also with this mod i have i can see the dislikes 58k good job,0.4499999999999999,0
j jonah jameson thanks for the good news,0.4499999999999999,0
is anyone else feeling the warm fuzzies right now,0.4428571428571428,0
im in love with that girl karma she has never disappointed me,0.4375,0
got off easy again,0.4333333333333333,0
falling off my chair laughing truly could not happen to a nicer guy take care all its easy not to end up here dont make your tax statements do somersaults,0.4333333333333333,0
he they got off easy,0.4333333333333333,0
he got off easy,0.4333333333333333,0
lefties are easily played,0.4333333333333333,0
the beauty of me is that im very rich lets just see how rich,0.43125,0
this was a tremendous victory the most beautiful victory we were expected to pay 357 million but now only 355 million this is the most beautiful victory for all americans so much winning,0.4291666666666666,0
the amt is ok especially if you dont have it i do however feel that a 10yr suspension of licenses in nys is more appropriate 2 or 3 yrs make s no impact in 10yrs the offspring great grands will be adults some and maybe more responsible than their predecessors they shd not be punished but their grandpa and fathers shd be,0.4285714285714285,0
look at the king with his fine invisible clothes he can dance into prison with his invisible clothes,0.4166666666666667,0
welcome to the ussr whats the difference now this is a political attack nothing more when actions like this are celebrated god help us all,0.4125,0
they cant contain themselves im certain they are all sitting in their own piss,0.4071428571428571,0
i love how much he wins,0.4,0
i smell a fire sale i wonder who is going to snatch up the tower because this appeal aint gonna be free,0.4,0
another big win for habba,0.4,0
what and ivana skates away for free,0.4,0
proud american todayhide the ketchup,0.4,0
he got off lightly,0.4,0
oh my the tidal waves of maga tears are about to break free everyone prepare for the flooding,0.4,0
lol this is only the start,0.4,0
he got off light they needed to be banned for life,0.4,0
hey tv people please educate your interviewees about sound echoing and viewer enjoyment,0.4,0
the loser loses again the best loser no one can lose better thats what everyone says,0.3999999999999999,0
im so excited like a child at christmastotally overjoyed,0.375,0
slavery at its best she was auctioned and sold on the block like usual by bidens socialist communist followers,0.375,0
she couldnt do that rough math in her head ol smooth brain lib for ya lol,0.3666666666666667,0
cool,0.35,0
just checked out fox the kookaid is on full throttle,0.35,0
you are so full of sht this is all bs cnn is a dying network,0.35,0
the comments are hilarious thanks for the laughs,0.35,0
i like winning so much,0.35,0
this is being celebrated by people who have made fortunes off of insider trading,0.35,0
good lock him up next,0.35,0
not tired of winning yet,0.35,0
this why cnn is full of garbage,0.35,0
good orange jesus is being judged go blue,0.35,0
you will found everything if what you are saying are true,0.35,0
i really need help the police force every where is rapeing me im located in chicago illinois i may have known someone who own cells but i really need help they sits around in know my every move i dont understand how im located at the pacific garden mission please find me,0.3333333333333333,0
superbowl and super bill what a week,0.3333333333333333,0
she just used a calculator to do some quick math,0.3333333333333333,0
everyone has high energy on set today and we love to see it,0.33,0
wow seems to be a war on white males or any one white ok great this is where we are ok lets see what happens,0.3166666666666666,0
the bucket of crabs theory wins again if i cant have it neither can you says the crab,0.3,0
ouch ouch ouch 355 million worth of unbearable pain keepem coming,0.3,0
and mar a lago is worth 18 mil,0.3,0
the sheer amount of sheep in this comment thread is astounding,0.3,0
i feel warm and tingly all over and i bet iam not the only one,0.3,0
next time i get a mortgage i will do my own valuation i guess,0.3,0
another resounding success for alina habba,0.3,0
if your going to uhh work in a uhhh business that is based in good umm oratory and speaking uhh and you umm cant do it find other work,0.2875,0
im rich really really richnot anymore pal,0.2875,0
ketchup is flying right now,0.2857142857142857,0
this money goes to my family right,0.2857142857142857,0
trupmers always asking questions when they have google right in front of them research educate,0.2857142857142857,0
the crows are coming to roost right on drama donnies head,0.2857142857142857,0
sounds about right,0.2857142857142857,0
nobody in their right mind would ever do business with the family of orange,0.2857142857142857,0
turkish male actors cuneyt arkin and таrik akan is the most handsоme and beautiful people of all times their height was mоre than 180 cm he had perfect body рhysique green eyes and long thick shiny smooth hairs their incredible facial beаuty and chаrisma is unmatched by any man or woman it cannot be such a miracle,0.2818181818181818,0
how can i be a paid troll i can do way better more than half of these bot accounts,0.2777777777777778,0
so tired of winning nobody knows more about winning than i doblah blah,0.275,0
he looks so cheap in his bright blue suit and loooong red tie,0.275,0
his cell husband will be getting an ear full very soon,0.275,0
great finally he gets what he has been deserving for for so many years as he has always been able in the past to get away with toooooo many wrong doing for years and years,0.26875,0
this was more predictable than the chiefs winning the bowl,0.2666666666666666,0
black girl magic in the month of february taking down this narcissist dragon her accounting was so accurate impeccable,0.2655555555555556,0
its times like this that im reminded of that great mexican philosopher tuco when he said circa 1964 ahhh like beeg fat mens like ju because when ju fall dow ju make a whole lotta noise an sometimes ju doan git back up,0.25,0
would letitia be interested in running for the oval by any chance she would have my vote,0.25,0
yes folks the 355 million dollar nuttin burger is now available at a location near you,0.25,0
petty should have been higher,0.25,0
oh what a tangled web we weavewhen first we practice to deceive not shakespeare,0.25,0
give elie jean hers first she needs a break,0.25,0
im so sorry for the best president in history,0.25,0
i thought the numbers would be much higher,0.25,0
yessssssss 452 million in total so much winning,0.25,0
anyone wanna make a fun bet we will both mark a date in our calanders like 9 months from now we will then return to this comment thread and one of us will say i told you so if i am the one who gets to say i told you so then you have to admit youve been lied to for the last 8 years if you are the one that gets to say it then i will admit ive been bamboozled this whole time disclaimer ive played before and am undefeated but if youre so confident play this case will be overturned after appeal and trump will be president bonus democrats will say its russias fault,0.25,0
when someone shows you who they are believe them the first time maya angelou,0.25,0
howdy folks and people around the world i have great news the share jesus christ is returning soon an if you want to be rapture ready its pretty simple one believe that jesus died on the cross and spilled his own blood for are sins was buried and rose on the third day from the dead in glory 2 admit your a sinner and your need him to save you 3 repent your sins on him and in faith and trust and believe in him to save you because as scripture say there be people left behind to face gods wraith and face the mark of the beast were a person will have it on there right hand or forehead so if you stay behind dont take the mark satay in faith to jesus for this time will be hell on earth lucifer will force you to take it do not accept it choose death i pray you and many get saved and my fellow christians spread the word ephesians 28 for by grace are ye saved through faith and that not of yourselves it is the gift of god and romans 83139 31 what shall we then say to these things if god be for us who can be against us 32 he that spared not his own son but delivered him up for us all how shall he not with him also freely give us all things 33 who shall lay any thing to the charge of gods elect it is god that justifieth 34 who is he that condemneth it is christ that died yea rather that is risen again who is even at the right hand of god who also maketh intercession for us 35 who shall separate us from the love of christ shall tribulation or distress or persecution or famine or nakedness or peril or sword 36 as it is written for thy sake we are killed all the day long we are accounted as sheep for the slaughter 37 nay in all these things we are more than conquerors through him that loved us 38 for i am persuaded that neither death nor life nor angels nor principalities nor powers nor things present nor things to come 39 nor height nor depth nor any other creature shall be able to separate us from the love of god which is in christ jesus our lord,0.2461640211640211,0
dramatic day for two of the greatest opposition leaders in the contemporary world,0.2444444444444444,0
i just love this everything he owns will be sold at fire sale prices and he wont be able to buy a pack of gum it took waaaaay too long but it finally hit him in the ass,0.2375,0
wonderfulgreat alleluia gloria gloria laura branigan thanks so much extraordinary thanks so much justice prevailed always bye goodbye trumps the corruption is unacceptable,0.2333333333333333,0
good showkari lake is nextvote blue for the next election,0.2333333333333333,0
he got off easy only a 3 year ban,0.2166666666666666,0
i am so smart smrt,0.2142857142857142,0
this is pure bullshit period,0.2142857142857142,0
cnn is pure garbage,0.2142857142857142,0
everyone in new york better get out as soon as possible now,0.2121212121212121,0
step right up and purchase some new nft cards from this traitor loser,0.211038961038961,0
i wonder if hes sick and tired of winning yet,-0.2047619047619047,0
i feel bad for the housekeeping team thats probably cleaning up all that ketchup right now,-0.207142857142857,0
pay up stiff,-0.2142857142857142,0
dont you just love it when bad things happen to bad people lets see 355m 883m sitting next to rudy under an overpass with a tin cup,-0.2249999999999999,0
thump is a life long criminal,-0.225,0
what a crock of shit witch hunt no better than communist russia,-0.225,0
art of the raw deal,-0.2307692307692307,0
i cant wait for the this is a witch hunt screed and a fundraiser for the poor orange victim,-0.2375,0
maybe the teflon is wearing off at least a little,-0.24375,0
now add 09 tax on that amount and past taxes,-0.25,0
political interference unfair election interference by the democrats,-0.25,0
im disappointed because it should be much higher,-0.25,0
not sure about those math skills,-0.25,0
play stupid games win stupid prizes,-0.2666666666666666,0
play stupid games win stupid prizes,-0.2666666666666666,0
fucked around found out plain and simple,-0.2714285714285714,0
they will be melting down the thin gold plating on that elevator for the liquidation coming soon,-0.2777777777777778,0
melamonia there goes the money you worked ao hard to be part of,-0.2916666666666667,0
yep this got me hard,-0.2916666666666667,0
can we not see this is a witch hunt are you really that stupid,-0.2999999999999999,0
the bigliest loser loses again,-0.3,0
pay up sucker,-0.3,0
pay up sucker,-0.3,0
poor man ill send him 1 russian ruble from italy,-0.3,0
common thug,-0.3,0
pay up sucker,-0.3,0
tick tock tick tock almost time to go to jail fake tan man,-0.3,0
im disappointed irs only a three year ban,-0.375,0
the whole thing is disgusting these fools,-0.4,0
fuck cnn,-0.4,0
thats pathetic it should have been twice as much,-0.4,0
maybe you guys could give him another town hall farce,-0.4,0
what a farce,-0.4,0
fuck around and find outfafo,-0.4,0
keep doing this yall will only embolden his fan base,-0.4,0
cnn is such bias crap,-0.4,0
arent this news tired of report garbage,-0.4,0
thoughts and prayers to all the poor ketchup bottles out there,-0.4,0
so tired of years and years of tds attention not doing anything for problems at hand,-0.4,0
who is even still watching this stupid movie anymore distractions played out by terrible actors say it with me we dont want anymore 70 year old men playing the role of president 2 wings one bird chits from the same arse,-0.4249999999999999,0
i cant stop laughing and i dont feel bad about it even a little bit,-0.4437499999999999,0
youve just got to feel sorry for the poor bugger having to change donalds diaper tonight,-0.45,0
poor baby i almost feel sorry for him just kidding,-0.45,0
this is a sham appealappeal appeal karma will show her ugly face you judge should be ashamed jealousy and an evil persona have just left their mark on you,-0.475,0
rigged before it started at least we know the bad players now,-0.4999999999999999,0
received ticket for driving 120mph but i didnt crash this ticket is unfair,-0.5,0
jsmes is a creepy lady corrupt by soros,-0.5,0
oh dear how sad never mind,-0.5,0
pay your bills sorry but i like the irony,-0.5,0
as fake as his hair,-0.5,0
fake asshole news,-0.5,0
this so wrong anyone taking pleasure in this is lost,-0.5,0
fake news,-0.5,0
cnn wrong again also 90m in interest,-0.5,0
fake chargea,-0.5,0
hes going to be going through a lot of diapers they say s himself when he gets angry,-0.5,0
atrocious judgements wish they get none its just too ridiculous,-0.5166666666666666,0
you idiots it just wont happen but i guess you need to claim some victories even if they are shallow,-0.5666666666666667,0
its going bad and i know what side ill be on,-0.5999999999999999,0
these people are crazy,-0.6,0
here we are at the find out portion of fucking areound,-0.6,0
man this election is gonna be crazy,-0.6,0
the comments are scary stupid,-0.6499999999999999,0
where do you folks come up with this crap you have no clue what you are even talking about how sad,-0.65,0
thats a very expensive cheeto,-0.65,0
if cruella devil had a brother it would be this judge seriously he looks like a evil disney character,-0.6666666666666666,0
too bad i dont like champagne,-0.6999999999999998,0
too bad it wasnt everything this pos has,-0.6999999999999998,0
sick situation,-0.7142857142857143,0
so stupid this will be appealed,-0.7999999999999999,0
thats gonna cost the fan base,-0.8,0
no sane person agree with this crap,-0.8,0
channel of idiots,-0.8,0
crap news network,-0.8,0
what a bunch of bull crap,-0.8,0
what a bunch of horse crap,-0.8,0
id hate to be donnies nearest ketchup bottle,-0.8,0
cant spell engoron without moron,-0.8,0
you have a lot of hate in your hearts,-0.8,0
shocking and im canada,-1.0,0
you guys are pathetic,-1.0,0
truly disgusting cnn,-1.0,0
devastating as it should be,-1.0,0
it runs in their family to cheat disgusting,-1.0,0
this is disgusting you libs must be ecstatic,-1.0,0
get rid of the horrible wig norm eisen,-1.0,0
how insane,-1.0,0
3 year ban for diaper don and two years for his pathetic kids,-1.0,0
pathetic,-1.0,0
a vicious distraction from the poll numbers and fani willis,-1.0,0
this is just awful we had one civil war and now headed to another,-1.0,0
best of luck mr trump,1.0,1
if your still bashing trump after this three year circus your commitment to stupity is impressive,1.0,1
thats awesome this guy has been a business cheat for decades maga will make excuses and blame everyone but him,1.0,1
trump greatest president of all time,1.0,1
dont forget the banks said trump never did what these dimwits said he did they were very happy with trumps dealing these dimwits,1.0,1
this one just might be the best news presented this year lololol we might just let putin do the collection or else jajajajaja,1.0,1
i am a disciple of the almighty magnificent and great maga king trump2024,0.9,1
lol dems need trump see hear about trump every day,0.8,1
lol yesssssss now we need to just put these trump terrorist family in prison,0.8,1
great trump have to pay,0.8,1
trump will win gonna be appealed communist news nazis,0.8,1
when trump is re elected he will pardon all of this on a fed level lol this is all for show,0.8,1
send r money maga the billionaire is going to need it lol,0.8,1
trump will appeal and win again,0.8,1
make accountability great again,0.8,1
dammmmmmmmmmmm hes a billionaire lol or is he,0.8,1
what a great father he was getting his kids involved in the family business of fraud,0.8,1
make accountability great again,0.8,1
lol that money will never be paid and trump will be president again these ass clowns are throwing everything they got at him and they still cant get him on nothing but maybe he slandered somebody lol its a lot of money for slander,0.8,1
trump will not pay because nato are not paying their shares lol,0.8,1
trumhitler make america great again pay up mob boss victory for the usaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0.8,1
ooo wee lol send him your money maga,0.8,1
lol theyll never get a cent from him trump 2024,0.8,1
now what will malania do no money in a divorce no money to stay with him lol,0.8,1
can he still run for president and win,0.8,1
trump whining about nato lol the irony,0.8,1
this is great news hes held accountable,0.8,1
oh yes trump is already asking his followers to send him money lol and those followers still what that loser president lol,0.8,1
since trump doesnt pay his bills it looks like hes going to be invaded lol,0.8,1
trump will win regardless you have to unalive him to stophis victory,0.8,1
bunch of sickos gonna be great seeing sir trump win the election,0.8,1
yes nobody cares about this youre wasting my tax dollars on trumps trial cause hes still gonna win go trump,0.8,1
maga make accountability great again,0.8,1
donald trump will be emailing he supporters for the moneys so no worry all maga lol,0.8,1
lol that news hes going to bankrupt his donors,0.8,1
to all u maga supports theirs your successful businessman,0.75,1
boys and girls what lessons have you learn from donald trump perhaps stay out of politics if you have alot to hide hire good lawyers when you get caught pay your bills on time and promptly be taciturn can you give some lessons that i have not enumerated here,0.7,1
they made him pay his fair share,0.7,1
good for you traitor trump,0.7,1
finally good news trump should have been arrested january 7th after insurrection,0.7,1
86 take a good look in the mirror america does trump have to pay if he dies,0.7,1
hope the donors are wise to him or else their contributions will go to pay off this but hell claim bankruptcy will the taxpayers carry his debt then or does that not go away,0.7,1
this is good for americas democracy trump has to be held to account or is this a witch hunt,0.7,1
i think this is fair he built that business dont take it from him not a trump fan though,0.7,1
trump play the mega millions tonight and you will win 457 million to be honest you would probably have to give it all away to pay your lawyers anyway smh,0.7,1
good job now its time to make trump to pay some good time in prison,0.7,1
good the deadbeat trumps have to pay,0.7,1
putin helphim trump make a good job,0.7,1
good luck getting trump to pay this,0.7,1
i think this is fair he built that business dont take it from him not a trump fan though,0.7,1
good luck getting trump to pay this,0.7,1
good news trump is crook,0.7,1
trump is a successful businessman the business is scamming americans but he sure is successful at it,0.6666666666666666,1
362 million dollars lmfaoooooo now thats u make america great againi love ittt,0.65,1
make america great again go do your business else where ny doesnt love you,0.65,1
the biggest fraud in the history of the world i am sure he would make his daddy proud,0.65,1
lol thats cute hell never pay a cent trump 2024,0.65,1
trump better win the election hell need the salary,0.65,1
this is surely gonna give him the win for president,0.65,1
glad i dont live in nyi own an apartment building and condos and i always want the best deal from the bank bank happy im happy government mind your own business,0.6337662337662336,1
pocket change for billionaire theliar45 is very very very very rich now its appeal time biden is so successful in manipulating the courts again sarcasm,0.61875,1
traitor trump the amazing business man,0.6000000000000001,1
crookedtrump takes another dump on his own business,0.6,1
so nice to get a refund michael cohen is vindicated,0.6,1
i hope all government officials start getting the kind of scrutiny trump has,0.6,1
5000000 83500000 354000000my pocket calculator cannot handle that kind of money,0.6,1
this fucker is not going to spend a dime of his own money to pay for this its going to be paid by the campaign donors and the so called republican party,0.6,1
cnn when will you be honest,0.6,1
trump is always honest the rest of the world lies,0.6,1
trump will be your president in 2024 and i will lmao,0.6,1
this is so bs those lenders have their own a appraiser and what are these people talking,0.6,1
we got trump this time lmao,0.6,1
trump doesnt know the word honest,0.6,1
damn maga mutants you best get a good nights sleep so you can get up nice and early to start making those paychecks for daddys bills,0.6,1
you liberals celebrate your own destructionwe are now in state of conviction for non crimesamerica will fall,0.6,1
when trump is telling the gop to give him all of their campaign money hes draining the swamp into his own bank account when will this grifting ever end are the gop going to bankrupt themselves too,0.6,1
even his sons owe money too lmao,0.6,1
have fun paying that off donald lol,0.55,1
republicans are okay with paying his bills for him lmao but wholeheartedly oppose our entitlements,0.55,1
he will be more popular and all bills will be paid by his followers,0.55,1
i couldnt think of a more apt word to describe donald trump and his crimes fraud,0.55,1
couldnt happen to more deserving people ivanka well try to step in now to run the business,0.55,1
he has never paid his own bills and he also does not pay taxes interest that he should and so much more this ruling is nothing compared to what he has stolen from all of us,0.55,1
and this guy is still able to run for president yet i cant own a handgun this country is ducked up,0.55,1
trump said he is worth 10 billion so whats a measley 350m lol,0.55,1
fraud is cheating and lying and thats the point to all of this trump has the mindset that cheating wherever you can is okay its not your either honest business man or your not theres no degrees or honesty,0.55,1
he is going to have some nice interest on that 355 mil the longer he delays the more he pays,0.55,1
trump sure knows how to get rid of money lmao biggest loser ever,0.55,1
just another bill for his most loyal maga supporters to pay up for theyre king lol,0.5444444444444444,1
i bet trump is fuming right now and will make statements about it which weve already heard hell talk to anyone in the media he believes will be on his side great day for america,0.5428571428571429,1
his dirtpoor cultists will be happy to pay the bill for him all the wealthy people he gave tax cuts to will just flip him off and laugh,0.5333333333333333,1
trump got off very lightly,0.52,1
he could have happily lived out the rest of his life as a wealthy man best known for saying youre fired but instead he sought more power and its ultimately costing him his legacy i wonder if he thinks about that as his head rests on the pillow every night was it worth it,0.5166666666666666,1
trump needs putin more than ever,0.5,1
this is bullshit trump 2024 now more then ever wake up people,0.5,1
trumps diaper just went to a tailspin got to love it are commander and thief t rump 2024,0.5,1
its okay he got maga crowd sponsoring him,0.5,1
guess how many people are gonna lose their jobs now at trump inc answer34000 people congratulations yall,0.5,1
thats ok the rnc will pay it for him,0.5,1
putin can cover the bill for his top agent no problem,0.5,1
ok jethro cash that welfare check your kult leader billionaire needs some money,0.5,1
the more you fascist f go after trump the stronger he gets,0.5,1
i can vision bart simpsons bully friend nelson muntz pointing at trump with his famous catch phrase ha ha,0.5,1
the more the government railroads trump the more we the people will vote for trump in 2024,0.5,1
its it fraud when city and county over inflates home values so they can collect more taxes,0.5,1
he better flee to russia,0.5,1
i am soooooo dissapointed trump should have been fined much more than 355 million,0.5,1
200 million people who love trump van bail him outno amount t of mo ey will be able to rebuild nyc after we boycott business and tourismnyc citizens can pick up the tax bill nowlolol,0.5,1
trump is still winning it doesnt matter what happens at this point he is invincible from any loss of support he could commit genocide in pakistan and no one would bat an eye,0.5,1
the trump org in ny is basically toast i wonder what will happen to all his garbage properties if theyll be put into administration or sold off the day they rip the letters off his 5th avenue property will almost be a state holiday thats for sure,0.5,1
you act like thats going to hurt him how many billions does he have again,0.5,1
so much winning donald,0.5,1
the most foolish thing about this is melania does not appear to have learned how to support herself and will burn through her money and be on the street with her husband hope barron inherited a brain as mary did,0.5,1
he shouldnt be able to serve as an office of the united states either,0.5,1
maga churches and his people your sonofagod needs more of your money please do not cut your children lunch allowances,0.5,1
the trumps better hit up jared kushner for a loan from his 2 billion,0.5,1
maga followers our president trump needs your support now more than ever please make you donation to the trump bailout campaign today,0.5,1
trumps words are biting him in the ass regarding nato 355 million plus 833 plus 5 million on top of interest and lawyer bills pay your bills trump,0.5,1
jarhead would regard 350 million washingtons as chump change now thats what i call irony so surely greedy headonastick barbie yep mrs jarhead will help daddy expensiveist out for a nominal fee say 300m,0.5,1
hilarious to think this all snowballed because michael cohen ratted him out over questioning about his assets by aoc stormy daniels must be laughing her ass off,0.5,1
rnc gives up their plan to continue paying legal bills for trump trump will not makes rnc great again trump made rnc goes bankrupt,0.5,1
citizen trump is a fraudster nato is having a good laugh tonight,0.5,1
oh what a lovely day this jerk is about to claim bankruptcy along with him all loans will bring a number of banks into bankruptcy,0.5,1
witch hunt biden owes the us 100x more trump 2024,0.5,1
trump allowed more americans to die than hitler covid was rampant during donald chump,0.5,1
the cult better start sending him money because rump is fd,0.5,1
meanwhile biden steal 60 billion more dollars from us and cricket noises,0.5,1
this will for sure get him elected,0.5,1
they are doing everything they can to keep this man from winning the 2024 elections,0.5,1
ouch better stop grifting keep mouth shut before melania leaves you for greener pastures her contrct up,0.5,1
trump supports israel and ukraineprint lots more dollarsmore tariffs on americans,0.5,1
just one more wining he is going bankrupt,0.5,1
great he has fines he wont pay and can run his con schemes again after 3 years another slap on the wrist for trump america talks a lot about justice for all which really applies to you,0.5,1
dont forget donald this is on top of the 83 million you owe ms carroll no protection for you no you gotta pay up,0.5,1
thanks democrats you fools are just paving the way to his re election lol,0.5,1
thats why he want nato to pay more money,0.5,1
hope donnie spills more poison in his statements so hell probably be over 500 m before we know it,0.5,1
why of course he does did he add tar and feathers and it seems the democrats still have the most money backing them,0.5,1
great the rnc and his cult donors can throw in all their money to help him bankrupt the whole rotten lot in one fell swoop,0.5,1
so much winning for trump,0.5,1
trump will need to sell a ton more nft cards,0.5,1
joe biden has made more than 350 million from china as well as his son has from ukraine and china deals,0.5,1
mr trump should be more allowed to run a business throughout the united states,0.5,1
come on sheep buy more gold bars with clowns on them better get to grifting chump trumps a dirtbag,0.5,1
its satisfying to know the ignorant trump loves fund his fraud lifestyle into bankruptcy or prison maybe they can pony up the 350 million he will end up paying,0.5,1
im sure the trumps can always resort to building a trump tower in moscow,0.5,1
welp maga better pull out their credit cards and buy those nft trading cards donald needs cash,0.5,1
i guess more money for the migrants in nyc,0.5,1
will the irs bring him up on tax fraud charges now more indictments,0.5,1
