comment,sentiment_gemini,cluster
well the prosecutor kept her word that is very commendable we dont see to many politicians keeping their word,0.8,1
tisha james thank you thank you thank one more step for justice,0.8,1
its a good day of justice in america,0.8,1
many many thanks to the brave judges justice for the honest people of america great people honest people soberminded work,0.8,1
lot of cases to keep track of im just loving this,0.8,1
no problem in a year you all done,0.8,1
w leticia doing gods work,0.8,1
i sincerely wish letia james a long and prosperous career,0.8,1
this was a bigly fine that he bigly deserved,0.8,1
thank you leticia james,0.8,1
watching this bloated orange oaf being diminished and belittled seemingly on a daily basis just fills my heart with glee loving the show,0.8,1
she got him,0.8,1
im so rich ill let you pay my legal fees he said speaking to a crowd and the crowd went wild,0.8,1
found guilty of 5 offenses now add the 183 million for defaming e jean carol and you have a cool total to date of 537 million good news is lots more to come his way broke and in jail with a suit to match his face orange all over love it love it love it,0.8,1
im gonna send him my entire paycheck from here on out he deserves it,0.8,1
the judge better watch his back justice is comming with a vengence america is not happy with traitors or cheaters,0.75,1
good work attorney general now on to the criminal cases lock this bozo up once and for all for his criminal cases oh happy days i love it,0.75,1
justice is served the gets a dose of reality,0.75,1
im happy to send djt 10,0.75,1
get used to it hero,0.75,1
no one is above the law not even a cow like msjames,0.72,1
appeal appeal appeal,1.0,2
thank god the appeals process trump2024,1.0,2
appeal appeal appeal,1.0,2
appeal appeal appeal,1.0,2
appeal,1.0,2
appeal appeal appeal,1.0,2
appeal,0.875,2
appeal,0.75,2
